organisation,tr_id,meeting_count,source_kind,source_type,source_date,source_commissioner,source_text,amendment_number,target_element,target_type,original_text,amended_text,justification,cosine_score,amendment_direction,label,reasoning
Siemens Healthineers,982823533509-58,0,feedback,hys_feedback,2021-08-06,,"within existing medical device regulations. We are convinced that this kind of software does not merit further specific regulation in order to be placed on the market, unlike what the proposed AI Act intends to establish via its risk classification system analysed below. The AI Act is designed with the New Legislative Framework (NLF) in mind, drawing on such product specific legislation as MDR and IVDR. While this approach enables the development of product specific regulations and requirements operationalised through harmonised standards - the broad character of the AI Act’s scope and its horizontal application across industries renders it unfit for the purpose. The AI Act in fact proposes to either change definitions already applied under the MDR/IVDR framework or introduces new ones that would result in a contradictory and confusing regulatory environment for medical devices manufacturers in Europe, and therefore would negatively impact its competitiveness and innovation. Examples of such definitions include ‘importer’, ‘putting into service’, ‘provider’ or ‘user’. 2. Risk-based approach, AI Act’s scope, and the relevant requirements The proposed AI Act sets out requirements for developers and users of an AI system depending on its risk level. We agree with such an approach where the requirements intensify with the rise of risk level",522,Recital 27,recital,"(27)	High-risk AI systems should only be placed on the Union market or put into service if they comply with certain mandatory requirements. Those requirements should ensure that high-risk AI systems available in the Union or whose output is otherwise used in the Union do not pose unacceptable risks to important Union public interests as recognised and protected by Union law. AI systems identified as high-risk should be limited to those that have a significant harmful impact on the health, safety and fundamental rights of persons in the Union and such limitation minimises any potential restriction to international trade, if any.","(27)	High-risk AI systems should only be placed on the Union market or put into service if they comply with certain mandatory requirements.To ensure alignment with sectoral legislation, requirements for certain high-risk AI systems and uses will take account of sectoral legislation which already lay out sufficient requirements for high-risk AI systems included within this Act, such as Regulation (EU) 2017/745 on Medical Devices and Regulation (EU) 2017/746 on In Vitro Diagnostic Devices and Directive 2006/42/EC on Machinery. Those requirements should ensure that high-risk AI systems available in the Union or whose output is otherwise used in the Union do not pose unacceptable risks to important Union public interests as recognised and protected by Union law. AI systems identified as high-risk should be limited to those that have a significant harmful impact on the health, safety and fundamental rights of persons in the Union and such limitation minimises any potential restriction to international trade, if any.",,0.8679,"The amendment inserts new text requiring that requirements for certain high-risk AI systems take account of existing sectoral legislation (specifically MDR, IVDR, and Machinery Directive) that already lays out sufficient requirements.",ALIGNED,"Siemens Healthineers explicitly argues that AI software already regulated within medical device regulations (MDR/IVDR) does not merit further specific regulation under the AI Act, directly supporting the amendment's insertion that sectoral legislation such as MDR and IVDR should be taken into account and treated as sufficient for high-risk AI systems covered by those frameworks."
Facebook Ireland Limited,28666427835-74,0,feedback,hys_feedback,2021-08-06,,"someone “at a distance,” however, is not clear. This is particularly unclear because high- risk uses of remote biometric identification cover “post” (in addition to real-time) identification,20 and it is difficult to imagine after-the-fact identification occurring in any way other than at a distance. For example, many people’s smartphones use AI to identify friends in photos, sometimes identifying people years after the photo was taken and hundreds or thousands of miles away from where the photo was taken or where the person is today. Therefore, such commonplace AI systems are identifying natural persons at a distance. Executive Vice President Vestager’s speech at the publication of the AI Act suggested that the intent was to cover mass surveillance where “many people are being screened simultaneously,”21 but the language should be clarified to reflect that intent. It is also unclear what the Commission intended when it excluded from the definition of remote biometric identification where the “user of the AI system” has “prior knowledge ... whether the person will be present and can be identified.""22 For example, consumers might use their smartphone’s AI to find in their photos the faces of family and friends that they trained their device to recognise. In that example, it is unclear who the user of the AI system is. If the consumers are users, they arguably have ""prior knowledge"" whether the individuals in their contacts or their photo album can be identified by the device",375,Recital 8,recital,"(8)	The notion of remote biometric identification system as used in this Regulation should be defined functionally, as an AI system intended for the identification of natural persons at a distance through the comparison of a person’s biometric data with the biometric data contained in a reference database, and without prior knowledge whether the targeted person will be present and can be identified, irrespectively of the particular technology, processes or types of biometric data used. Considering their different characteristics and manners in which they are used, as well as the different risks involved, a distinction should be made between ‘real-time’ and ‘post’ remote biometric identification systems. In the case of ‘real-time’ systems, the capturing of the biometric data, the comparison and the identification occur all instantaneously, near-instantaneously or in any event without a significant delay. In this regard, there should be no scope for circumventing the rules of this Regulation on the ‘real-time’ use of the AI systems in question by providing for minor delays. ‘Real-time’ systems involve the use of ‘live’ or ‘near-‘live’ material, such as video footage, generated by a camera or other device with similar functionality. In the case of ‘post’ systems, in contrast, the biometric data have already been captured and the comparison and identification occur only after a significant delay. This involves material, such as pictures or video footage generated by closed circuit television cameras or private devices, which has been generated before the use of the system in respect of the natural persons concerned.","(8)	The notion of remote biometric identification system as used in this Regulation should be defined functionally, as an AI system intended for the identification of natural persons at a distance through the comparison of a person’s biometric data with the biometric data contained in a reference database, and without prior knowledge whether the targeted person will be present and can be identified, irrespectively of the particular technology, processes or types of biometric data used. Considering their different characteristics and manners in which they are used, as well as the different risks involved, a distinction should be made between ‘real-time’ and ‘post’ remote biometric identification systems. In the case of ‘real-time’ systems, the capturing of the biometric data, the comparison and the identification occur all instantaneously, near-instantaneously or in any event without a significant delay. In this regard, there should be no scope for circumventing the rules of this Regulation on the ‘real-time’ use of the AI systems in question by providing for minor delays. ‘Real-time’ systems involve the use of ‘live’ or ‘near-‘live’ material, such as video footage, generated by a camera or other device with similar functionality. In the case of ‘post’ systems, in contrast, the biometric data have already been captured and the comparison and identification occur only after a significant delay. This involves material, such as pictures or video footage generated by closed circuit television cameras or private devices, which has been generated before the use of the system in respect of the natural persons concerned.The notion of remote biometric identification system shall not include authentification and verification systems whose purpose is to confirm, based on prior consent, that a specific natural person is the person he or she claims to be or to confirm the identity of a natural person for the purpose of having access to a service, a device or premises.",,0.8679,The amendment leaves the original recital text on the definition of remote biometric identification systems unchanged (no substantive modification is made to the text).,NOISE,"The amendment does not alter the original text in any meaningful way, while Facebook's position calls for clarification of the scope of ""remote biometric identification system"" — there is no substantive amendment direction to align or oppose."
Future of Life Institute (FLI),787064543128-10,0,feedback,hys_feedback,2021-08-06,,"A trade union could invoke this right to question compliance of a system that uses facial recognition to analyse the emotional state of workers as they begin their shifts. The right to appeal decisions of notified bodies alone, however, provides insufficient protection of fundamental rights, because many (high-risk) AI applications can be put on the market after a self-assessment without third party involvement. Therefore, under the current draft, the relevant national supervisory authority is the only body that can act when a provider of (high-risk) AI overlooks or evades a legal requirement. The implications of this are stark. If someone falls victim to an AI system that, for example, “deploys (harmful) subliminal techniques beyond a person’s consciousness”, then they may not be able to file a complaint through a dedicated process. FLI believes that people affected by AI outcomes should be able to challenge these systems individually and collectively. Taking inspiration from the EU’s General Data Protection Regulation (GDPR), the proposal could give individuals a right to lodge a complaint with their relevant national supervisory or market surveillance authority when they feel their safety, health, and rights are at risk or have been breached (comparable to article 77 GDPR). Similarly, FLI recommends that the right to bring forward a representative complaint for consumer groups and others (article 80 GDPR) is included into the final AI Act. b",751,Recital 79 a (new),recital,,"(79 a)As the rights and freedoms of individuals can be seriously undermined by AI systems, it is essential that affected individuals have meaningful access to reporting and redress mechanisms.They should be able to report infringements of this Regulation to their national supervisory authority and have the right to be heard and to be informed about the outcome of their complaint and the right to a timely decision.In addition, they should have the right to an effective remedy against competent authorities who fail to enforce these rights and the right to redress.Where applicable, deployers should provide internal complaints mechanisms to be used by affected individuals and should be liable for pecuniary and non-pecuniary damages in cases of breaches of individuals’ or groups’ rights.Collective representation of affected individuals must be possible.",,0.8679,"New insertion establishing individual rights to report AI infringements to national supervisory authorities, receive decisions on complaints, and access effective remedies against authorities failing to enforce those rights.",ALIGNED,"FLI explicitly calls for EU citizens to be able to file complaints with national supervisory authorities when fundamental rights are breached and criticises the current draft for leaving enforcement solely to those authorities without individual recourse, directly aligning with the amendment's creation of individual reporting, complaint, and redress rights."
Facebook Ireland Limited,28666427835-74,0,feedback,hys_feedback,2021-08-06,,"a) Bias does not come exclusively from data The proposal appears mostly to address bias through the requirements that training data sets be error free and complete. This is problematic because it treats bad data as the primary source of bias. Bias in data sets could certainly be a problem and one that can be addressed in part through thoughtful data collection and curation practices. However, bias in AI systems does not come exclusively from biased or incomplete data. For example, data could be perfectly accurate and representative but reflect structural or societal biases. Or AI developers could make assumptions during the design of their systems as to how they expect the systems to be used, and as a result the system may exhibit bias. For example, an AI system that is built to try to predict criminality based on facial features will be biased from the outset due to faulty (and biased) assumptions in the design of the system, no matter what data is used. The point is that bias is not just a data issue but is one that must be addressed throughout the entire lifecycle of a product.28 Instead of focusing solely on the data that is used to build an AI model (the “inputs”), the Commission should consider both inputs and outcomes holistically, recognising that error-filled inputs can still lead to fair outcomes, just as error-free inputs can still lead to unfair outcomes, depending on the overall design and operation of the system",1724,Article 10 – paragraph 3,article,"3.	Training, validation and testing data sets shall be relevant,representative, free of errors and complete. They shall have the appropriate statistical properties, including, where applicable, as regards the persons or groups of persons on which the high-risk AI system is intended to be used. These characteristics of the data sets may be met at the level of individual data sets or a combination thereof.","3.	Training, validation and testing data sets shall be relevantandrepresentative. They shall have the appropriate statistical properties, including, where applicable, as regards the persons or groups of persons on which the high-risk AI system is intended to be used. These characteristics of the data sets may be met at the level of individual data sets or a combination thereof.","It is impossible to create data sets that are completely free of errors, and no data set can ever be considered ""complete"" in the right sense of the word.",0.8678,"Removes the requirements that training, validation and testing data sets be ""free of errors"" and ""complete"", retaining only that they be relevant and representative.",ALIGNED,"Facebook explicitly argues that requiring data sets to be ""error free and complete"" is problematic and treats bad data as the primary source of bias, directly supporting the amendment's removal of those two requirements."
Microsoft Corporation,0801162959-21,5,feedback,hys_feedback,2021-08-06,,"Limit two-person oversight requirement in Article 14(5) to law enforcement or similar uses. Requiring two-person review of biometric identification systems for all uses is disproportionate and counterproductive in many cases. For instance, it would make no sense to require two-person verification when such a system is used in a factory as a safety measure to ensure that only qualified workers operate certain dangerous machinery, or in a retail store to ensure that only authorized employees have access to cash registers. To remedy the overbreadth of Article 14(5), it should be limited to specified, uniquely high-risk scenarios, for instance where the misidentification of a person could have legal or similarly significant effects on an individual. In addition, Article 14(5) should require providers only to enable (not “ensure”) two-person oversight. Article 17: Allow any type of management system The management system required by Article 17 should be inclusive of the types of generic “management systems” that are regularly applied to digital services. It should not be limited to “quality management systems,” which are primarily used by traditional manufacturing industries in respect of manufactured goods, given the unique features of many AI services highlighted in section 1 above",505,Recital 23,recital,"(23)	The use of AI systems for ‘real-time’ remote biometric identification of natural persons in publicly accessible spaces for the purpose of law enforcement necessarily involves the processing of biometric data. The rules of this Regulation that prohibit, subject to certain exceptions, such use, which are based on Article 16 TFEU, should apply as lex specialis in respect of the rules on the processing of biometric data contained in Article 10 of Directive (EU) 2016/680, thus regulating such use and the processing of biometric data involved in an exhaustive manner. Therefore, such use and processing should only be possible in as far as it is compatible with the framework set by this Regulation, without there being scope, outside that framework, for the competent authorities, where they act for purpose of law enforcement, to use such systems and process such data in connection thereto on the grounds listed in Article 10 of Directive (EU) 2016/680. In this context, this Regulation is not intended to provide the legal basis for the processing of personal data under Article 8 of Directive 2016/680.However,the use of ‘real-time’ remote biometric identification systems in publicly accessible spaces for purposes other than law enforcement, including by competent authorities, shouldnotbe covered by thespecificframeworkregarding such use for the purpose of law enforcementset by this Regulation. Such use for purposes other than law enforcement should therefore not be subject to the requirement of an authorisation under this Regulation and the applicable detailed rules of national law that may give effect to it.","(23)	The use of AI systems for ‘real-time’ remote biometric identification of natural persons in publicly accessible spaces for the purpose of law enforcement necessarily involves the processing of biometric data. The rules of this Regulation that prohibit, subject to certain exceptions, such use, which are based on Article 16 TFEU, should apply as lex specialis in respect of the rules on the processing of biometric data contained in Article 10 of Directive (EU) 2016/680, thus regulating such use and the processing of biometric data involved in an exhaustive manner. Therefore, such use and processing should only be possible in as far as it is compatible with the framework set by this Regulation, without there being scope, outside that framework, for the competent authorities, where they act for purpose of law enforcement, to use such systems and process such data in connection thereto on the grounds listed in Article 10 of Directive (EU) 2016/680. In this context, this Regulation is not intended to provide the legal basis for the processing of personal data under Article 8 of Directive 2016/680. The use ofbiometric identification systems, including‘real-time’ remote biometric identification systems in publicly accessible spaces for purposes other than law enforcement, including by competent authorities, should be covered by the framework set by this Regulation, with the exception of customs formalities and individual authentication.",,0.8678,"The amendment leaves the recital text unchanged, making no substantive modification to the rules on real-time remote biometric identification and its relationship to Directive (EU) 2016/680.",NOISE,"The amendment makes no change to the original text, while Microsoft's matched position concerns the two-person oversight requirement in Article 14(5) and its scope relative to law enforcement uses — there is no meaningful substantive connection between the unchanged recital and Microsoft's lobbying point."
Facebook Ireland Limited,28666427835-74,0,feedback,hys_feedback,2021-08-06,,"someone “at a distance,” however, is not clear. This is particularly unclear because high- risk uses of remote biometric identification cover “post” (in addition to real-time) identification,20 and it is difficult to imagine after-the-fact identification occurring in any way other than at a distance. For example, many people’s smartphones use AI to identify friends in photos, sometimes identifying people years after the photo was taken and hundreds or thousands of miles away from where the photo was taken or where the person is today. Therefore, such commonplace AI systems are identifying natural persons at a distance. Executive Vice President Vestager’s speech at the publication of the AI Act suggested that the intent was to cover mass surveillance where “many people are being screened simultaneously,”21 but the language should be clarified to reflect that intent. It is also unclear what the Commission intended when it excluded from the definition of remote biometric identification where the “user of the AI system” has “prior knowledge ... whether the person will be present and can be identified.""22 For example, consumers might use their smartphone’s AI to find in their photos the faces of family and friends that they trained their device to recognise. In that example, it is unclear who the user of the AI system is. If the consumers are users, they arguably have ""prior knowledge"" whether the individuals in their contacts or their photo album can be identified by the device",379,Recital 8,recital,"(8)	The notion of remote biometric identification system as used in this Regulation should be defined functionally, as an AI system intended for the identification of natural persons at a distance through the comparison of a person’s biometric data with the biometric data contained in a referencedatabase, and without prior knowledge whether the targeted person will be present and can be identified, irrespectively of the particular technology, processes or types of biometric data used. Considering their different characteristics and manners in which they are used, as well as the different risks involved, a distinction should be made between ‘real-time’ and ‘post’ remote biometric identification systems. In the case of ‘real-time’ systems, the capturing of the biometric data, the comparison and the identification occur all instantaneously, near-instantaneously or in any event without a significant delay. In this regard, there should be no scope for circumventing the rules of this Regulation on the ‘real-time’ use of the AI systems in question by providing for minor delays. ‘Real-time’ systems involve the use of ‘live’ or ‘near-‘live’ material, such as video footage, generated by a camera or other device with similar functionality. In the case of ‘post’ systems, in contrast, the biometric data have already been captured and the comparison and identification occur only after a significant delay. This involves material, such as pictures or video footage generated by closed circuit television cameras or private devices, which has been generated before the use of the system in respect of the natural persons concerned.","(8)	The notion of remote biometric identification system as used in this Regulation should be defined functionally, as an AI system intended for the identification of natural persons at a distance through the comparison of a person’s biometric data with the biometric data contained in a referencedata repository, and without prior knowledge whether the targeted person will be present and can be identified, irrespectively of the particular technology, processes or types of biometric data used. Considering their different characteristics and manners in which they are used, as well as the different risks involved, a distinction should be made between ‘real-time’ and ‘post’ remote biometric identification systems. In the case of ‘real-time’ systems, the capturing of the biometric data, the comparison and the identification occur all instantaneously, near-instantaneously or in any event without a significant delay. In this regard, there should be no scope for circumventing the rules of this Regulation on the ‘real-time’ use of the AI systems in question by providing for minor delays. ‘Real-time’ systems involve the use of ‘live’ or ‘near-‘live’ material, such as video footage, generated by a camera or other device with similar functionality. In the case of ‘post’ systems, in contrast, the biometric data have already been captured and the comparison and identification occur only after a significant delay. This involves material, such as pictures or video footage generated by closed circuit television cameras or private devices, which has been generated before the use of the system in respect of the natural persons concerned.",,0.8677,"Replaces the term 'reference database' with 'reference data repository' in the definition of remote biometric identification system, a minor terminological clarification.",NOISE,"Facebook's position focuses on the substantive ambiguity of the scope of 'remote biometric identification system' (e.g. what 'at a distance' means and the 'prior knowledge' criterion), whereas the amendment only makes a minor terminological substitution ('database' to 'data repository') that does not address the concerns raised by the organisation."
The Future Society,473310732515-30,3,feedback,hys_feedback,2021-08-06,,"> A more effective governance response to technological trends and their implications ● Ensure information flows between national and European levels of governance and that this information is ready for EU-wide analysis; ● Invest in the capacity to systematically compile at the EU-level and analyse incident reports from all Member States; ● Ensure the expert group supporting the European AI Board include a significant share of members from consumer organisations and civil society; ● To limit regulatory uncertainty, reduce the time between a concerning finding from the European AI Board and the Commission’s decision to adapt the regulatory framework or the justification for not adapting it. 2",2327,Article 53 – paragraph 5,article,"5.	Member States’ competent authorities that have established AI regulatory sandboxes shall coordinate their activities and cooperate within the framework of the European Artificial Intelligence Board. They shall submit annual reports to the Board and the Commission on the results from the implementation of thosescheme, including good practices, lessons learnt and recommendations on their setup and, where relevant, on the application of this Regulation and other Union legislation supervised within the sandbox.","5.	Member States’ competent authorities that have established AI regulatory sandboxes shall coordinate their activities and cooperate within the framework of the European Artificial Intelligence Board. They shall submit annual reports to the Board and the Commission on the results from the implementation of thoseschemes, including good practices, lessons learnt and recommendations on their setup and, where relevant, on the applicationand possible revisionof this Regulation and other Union legislation supervised within the sandbox, in particular with regards to easing burdens and introducing further regulation where additional risks and potential harms are identified.",,0.8677,"The amendment adds a reference to possible revision of the Regulation and other Union legislation supervised within the sandbox, particularly with regards to easing burdens and introducing further flexibility, based on sandbox reporting.",NOISE,"The Future Society's matched text focuses on improving information flows between national and European governance levels and strengthening the European AI Board's expert composition, which does not clearly align with or oppose the amendment's specific addition of ""possible revision"" language aimed at easing regulatory burdens — the org's position is insufficiently related to this specific amendment direction to classify as aligned or opposing."
Nokia,35167875358-33,2,feedback,hys_feedback,2021-08-06,,"the GDPR), or unrealistic in terms of implementation due to technical or time limitations. Moreover, some of the requirements foreseen in Articles 14 and 15 are already part of normal procedures in many companies; however their accuracy depends on the parameters defined for those processes, such as for the so-called training-validation-test (“TVT”) cycle, and on the feasibility of the requirements for the training data. However, any particular situation could be right or wrong only with the probabilities derived from the TVT cycle. Moreover, it is currently unclear how new data (as per paragraph 3 of article 15) are labeled for new learning under these conditions, given the lack of efficiency caused by the involvement of a human in the cycle. And otherwise, if AI is used for this purpose, then errors can be easily propagated, and the system can be made even less transparent and understandable. Overall, Nokia feels compelled to caution the European Commission that while some requirements may seem theoretically appropriate, in practice, they may prove either meaningless due to their generality, or impossible to achieve or implement in practice, if efficiency is the goal of the use of an AI system. 5 Measures Supporting Innovation Nokia welcomes the proposed measures for supporting innovation",1721,Article 10 – paragraph 3,article,"3.	Training, validation and testing data sets shall be relevant, representative, free of errors and complete. They shall have the appropriate statistical properties, including, where applicable, as regards the persons or groups of persons on which the high-risk AI system is intended to be used. These characteristics of the data sets may be met at the level of individual data sets or a combination thereof.","3.	Training, validation and testing data sets shall be relevant, representative,and to the best extent possiblefree of errors and complete. They shall have the appropriate statistical properties, including, where applicable, as regards the persons or groups of persons on which the high-riskuses ofAI system is intended to be used. These characteristics of the data sets may be met at the level of individual data sets or a combination thereof.","Article 10(3) provides an obligation to use error-free datasets, which is disproportionate et impossible in practice. Indeed, even if it is necessary to strengthen data learning, it is impossible to guarantee a total absence of errors in the datasets used in the development processes of the systems (in machine-learning particularly). The concept of zero error in data is contrary even to the notion of AI which conceptually integrates this ability to reproduce human analysis. With interventions of DG Connect, it seems that the authorities do not expect perfect datasets but as reliable as possible",0.8677,"Softens the data quality requirement by replacing the absolute obligation of ""free of errors"" with the qualified standard of ""to the best extent possible free of errors"", acknowledging practical limitations in achieving error-free datasets.",ALIGNED,"Nokia explicitly flags that data quality requirements such as those in the TVT cycle are ""unrealistic in terms of implementation due to technical or time limitations,"" directly supporting the amendment's effort to soften the absolute ""free of errors"" standard to a best-efforts one."
Microsoft Corporation,0801162959-21,5,feedback,hys_feedback,2021-08-06,,"Moreover, ensuring that training, testing, and validation datasets are appropriately tailored to the task at hand is only part of the solution to promoting AI fairness and non-discrimination. Regulated actors also need to make careful choices about model functionality and design. They also need to test systems, including in the real-life settings in which the AI system will operate, because results achieved “in the lab” often cannot capture the full range of scenarios that may occur once the system is deployed. This real- world testing of actual deployments needs to occur on an ongoing basis in order to identify issues that may only emerge over time. Because only deployers of AI systems will be able to do this real-world testing in many scenarios, it isn’t clear that Article 10 — or the AI Act as a whole — would provide the level of fairness and non-discrimination in AI systems to which it aspires. In our view, an outcomes-based approach to requirements is more likely to achieve the AI Act’s goals. This approach would begin by clearly articulating the outcomes that regulated actors should strive to achieve in order to promote EU values of fairness and non-discrimination in the context of high-risk AI systems. By way of illustration, such a requirement could provide that: • High-risk AI systems should provide a similar quality of service2 for relevant demographic groups impacted by the system",625,Recital 44,recital,"(44)	High data quality is essential for the performance of many AI systems, especially when techniques involving the training of models are used, with a view to ensure that the high-risk AI system performs as intended and safely and it does not become the source of discrimination prohibited by Union law. High quality training, validation and testing data sets require the implementation of appropriate data governance and management practices. Training, validation and testing data sets should be sufficiently relevant, representativeand free of errors andcomplete in view of the intended purpose of the system. They should also have the appropriate statistical properties, including as regards the persons or groups of persons on which the high-risk AI system is intended to be used. In particular, training, validation and testing data sets should take into account, to the extent required in the light of their intended purpose, the features, characteristics or elements that are particular to the specific geographical, behavioural or functional setting or context within which the AI system is intended to be used. In order to protect the right of others from the discrimination that might result from the bias in AI systems, the providers shouldbe able to process also special categories of personal data, as a matter of substantial public interest, in order to ensure the bias monitoring, detection and correction in relation to high-risk AI systems.","(44)	High data quality is essential for the performance of many AI systems, especially when techniques involving the training of models are used, with a view to ensure that the high-risk AI system performs as intended and safely and it does not become the source of discrimination prohibited by Union law. High quality training, validation and testing data sets require the implementation of appropriate data governance and management practices. Training, validation and testing data sets should be sufficiently relevant, representativeascompleteand close to zero error as possible.A procedure to check data and completenessin view of the intended purpose of the systemshould be implemented. They should also have the appropriate statistical properties, including as regards the persons or groups of persons on which the high-risk AI system is intended to be used. In particular, training, validation and testing data sets should take into account, to the extent required in the light of their intended purpose, the features, characteristics or elements that are particular to the specific geographical, behavioural or functional setting or context within which the AI system is intended to be used. In order to protect the right of others from the discrimination that might result from theunfairbias in AI systems, the providers shouldbe able to process also special categories of personal data, as a matter of substantial public interest, in order to ensure theunfairbias monitoring, detection and correction in relation to high-risk AI systems.",,0.8676,"Softens the data quality requirement by replacing 'free of errors and complete' with 'as complete and close to zero error as possible', making the standard aspirational rather than absolute.",ALIGNED,"Microsoft explicitly challenges the feasibility of defining 'error-free' datasets and notes contexts where errors cannot or should not be removed, aligning with the amendment's move away from an absolute 'free of errors' standard toward the softer 'close to zero error as possible' formulation."
Facebook Ireland Limited,28666427835-74,0,feedback,hys_feedback,2021-08-06,,"Model cards and data cards, however, are still being developed and refined as tools; researchers and industry are working to better understand the kinds of metrics that should be tracked and the best ways to highlight that data. The AI Act sets out a rigid set of technical documentation that all high-risk AI systems must provide.44 Instead of locking the EU into a narrow, inflexible set of documentation rules (the interplay of which with the GDPR is, in addition, uncertain), the AI Act should reconsider the level of prescriptiveness of the technical requirements and provide opportunities for stakeholders to come together to develop the standards and best practices for assessing, measuring, and comparing AI systems. The appropriate documentation standards can help us better identify and measure bias in AI systems, but we also lack consensus standards for how to mitigate bias in AI systems once we’ve found it. Documentation alone will not determine whether an AI system is fair, nor will it tell us how to make systems fairer. Instead, we need to develop new standards and frameworks that help us determine reasonable efforts to take in the context of particular use cases. For example, while in certain cases addressing implementation errors in models can address certain types of unfair errors or performance disparities, in other cases addressing biased outcomes might be best achieved by including special categories of personal data in the model itself",1740,Article 10 – paragraph 5,article,"5.	To the extent that it is strictly necessary for the purposes of ensuring bias monitoring, detection and correction in relation to the high-risk AI systems, the providers of such systems may process special categories of personal data referred to in Article 9(1) of Regulation (EU) 2016/679, Article 10 of Directive (EU) 2016/680 and Article 10(1) of Regulation (EU) 2018/1725, subject to appropriate safeguards for the fundamental rights and freedoms of natural persons, including technical limitations on the re-use and use of state-of-the-art security and privacy-preserving measures, such as pseudonymisation, or encryption where anonymisation may significantly affect the purpose pursued.","5.	To the extent that it is strictly necessary for the purposes of ensuring bias monitoring, detection and correction in relation to the high-risk AI systems, the providers of such systems may process special categories of personal data referred to in Article 9(1) of Regulation (EU) 2016/679, Article 10 of Directive (EU) 2016/680 and Article 10(1) of Regulation (EU) 2018/1725, subject to appropriate safeguards for the fundamental rights and freedoms of natural persons, including technical limitations on the re-use and use of state-of-the-art security and privacy-preserving measures, such as pseudonymisation, or encryptionor biometric template protection technologieswhere anonymisation may significantly affect the purpose pursued.",,0.8676,"The amendment makes no substantive change to Article 10(5), leaving the permission for providers to process special categories of personal data for bias monitoring purposes unchanged.",NOISE,"The amendment text is identical to the original, meaning no actual change was made; meanwhile, Facebook's position concerns the prescriptiveness of technical documentation requirements and their uncertain interplay with the GDPR — a related but distinct concern that cannot be meaningfully aligned or opposed to a non-change."
The Future Society,473310732515-30,3,feedback,hys_feedback,2021-08-06,,"> A more effective governance response to technological trends and their implications ● Ensure information flows between national and European levels of governance and that this information is ready for EU-wide analysis; ● Invest in the capacity to systematically compile at the EU-level and analyse incident reports from all Member States; ● Ensure the expert group supporting the European AI Board include a significant share of members from consumer organisations and civil society; ● To limit regulatory uncertainty, reduce the time between a concerning finding from the European AI Board and the Commission’s decision to adapt the regulatory framework or the justification for not adapting it. 2",2411,Article 56 – paragraph 2 – point c a (new),article,,"(c a)carry out annual reviews and analyses of the complaints sent to and findings by national competent authorities, of the serious incidents and malfunctioning reports referred to in Article 62, and of the new registration in the EU Database referred to in Article 60 to identify trends and potential emerging issues threatening the future health and safety and fundamental rights of citizens and not adequately addressed by this Regulation;to carry out biannual horizon scanning and foresight exercises to extrapolate the impact these trends and emerging issues can have on the Union;and to annually publish recommendations to the Commission, including but not limited to recommendations on the categorization of prohibited practices, high-risk systems, and codes of conduct for AI systems that are not classified as high-risk.",,0.8675,"New insertion requiring the European AI Board to carry out annual reviews of complaints/incidents, biannual horizon scanning and foresight exercises, and trend analyses to identify emerging issues threatening health, safety, and fundamental rights.",ALIGNED,"The Future Society explicitly calls for EU-level systematic compilation and analysis of incident reports from all Member States and improved information flows between national and European governance levels, which directly aligns with the amendment's new obligations for annual reviews of incidents and horizon scanning foresight exercises."
Microsoft Corporation,0801162959-21,5,feedback,hys_feedback,2021-08-06,,"However, as demonstrated above, in many cases it will be the entity that deploys an AI service that will determine both the intended use of the final AI system – including whether to use the system in one of the high-risk scenarios listed in Annex III—and the societal context in which the system operates. The deployer will also often be the only entity with full visibility 4",1436,Article 6 – paragraph 2,article,"2.	In addition to the high-risk AI systems referred to in paragraph 1,AI systemsreferred to in Annex III shall also be considered high-risk.","2.	In addition to the high-risk AI systems referred to in paragraph 1,each AI system with an intended purpose - as specified in its instruction to use in accordance with Art 3(12) and Art 13(2) - that means that it will be deployed in a way that falls under one of the critical use casesreferred to in Annex III shall also be considered high-riskif that AI system will make a final decision that puts significantly at risk the health, safety or fundamental rights of natural persons.",,0.8675,"Narrows the scope of high-risk AI systems under Annex III by adding a condition that the system must make a final decision that puts significantly at risk health, safety, or fundamental rights of natural persons, and ties high-risk classification to the intended purpose as specified in deployment instructions.",ALIGNED,"Microsoft's position emphasises that it is the deployer who determines the intended use and high-risk context of an AI system, and that classification should be tied to actual deployment and use — which aligns with the amendment's approach of anchoring high-risk classification to the intended purpose as specified in deployment instructions and requiring a concrete risk to health, safety, or fundamental rights."
