organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
Eurocities,12493392840-79,hys_feedback,0,0,0,article,52,,0.869888,"Establishes transparency obligations requiring providers and users of certain AI systems (including chatbots, emotion recognition, biometric categorisation, and deepfake-generating systems) to inform natural persons when they are interacting with an AI system or when content is artificially generated.",ALIGNED,"Eurocities explicitly advocates for transparency and accountability measures including obligations to report which algorithms are used and full access to algorithm code for inspection — reflecting a clear directional push for AI transparency and disclosure requirements. Article 52 takes concrete action in that same direction by mandating disclosure obligations for AI systems interacting with people, which directly responds to the org's call for tangible transparency measures to close the accountability gap.",1,False
Eurocities,12493392840-79,hys_feedback,0,0,0,article,64,,0.865227,"Grants market surveillance authorities full access to training datasets, source code, and documentation of high-risk AI systems, and empowers national public authorities overseeing fundamental rights to request and access relevant documentation and testing of those systems.",ALIGNED,"Eurocities explicitly advocated for ""full access to the algorithm code by the competent authorities whenever needed for inspection or verification purposes"" and a framework for algorithmic auditing — both of which are directly delivered by Article 64, which grants market surveillance authorities full access to datasets and source code, and empowers fundamental rights bodies to request documentation and testing. The provision acts squarely in the direction the organisation advocated for.",1,False
Eurocities,12493392840-79,hys_feedback,0,0,0,article,69,,0.862348,"Encourages and facilitates the voluntary drawing up of codes of conduct for AI systems, including on topics like environmental sustainability, accessibility, stakeholder participation, and diversity, while taking into account the needs of small-scale providers.",NOISE,"Eurocities' position focuses on mandatory accountability and transparency measures — such as full algorithm code access, reporting obligations, algorithmic auditing frameworks, and a central EU verification body — none of which are addressed by this provision, which deals only with voluntary codes of conduct. The org's general support for accountability and transparency does not constitute a specific advocacy position in favour of or against voluntary codes of conduct, making the connection too weak to classify as anything other than noise.",1,False
European Banking Federation,4722660838-23,hys_feedback,0,0,0,article,28,,0.850757,"Establishes that distributors, importers, users, or other third parties become subject to provider obligations under the AI Act when they place a high-risk AI system under their own name, modify its intended purpose, or make a substantial modification to it.",ALIGNED,"The EBF explicitly recommended that the Commission include the ""supply chain perspective"" and address the responsibility of third-party providers (TPPs) in its policy options, noting that TPPs often hold full knowledge of AI features while the final service provider does not. Article 28 directly responds to this by assigning provider-level obligations to third parties (distributors, importers, users) who substantially modify or rebrand high-risk AI systems, thereby addressing accountability in the AI supply chain in the direction the EBF advocated.",1,False
European Banking Federation,4722660838-23,hys_feedback,0,0,0,article,3,,0.867883,"Establishes definitions for key terms used in the AI Regulation, including 'AI system', 'provider', 'user', 'operator', 'distributor', 'importer', and other roles in the supply chain.",ALIGNED,"The EBF explicitly advocated for including a supply chain perspective in the regulatory framework, specifically addressing the roles and responsibilities of third-party providers (TPPs) versus final service providers. Article 3 directly responds to this by defining distinct roles across the supply chain — 'provider', 'user', 'importer', 'distributor', 'operator', and 'authorised representative' — thereby incorporating the supply chain perspective the EBF recommended. Additionally, the EBF flagged the definition of AI as a crucial question, and the provision delivers a concrete definition of 'AI system'.",1,False
European Banking Federation,4722660838-23,hys_feedback,0,0,0,article,56,,0.852916,Establishes the European Artificial Intelligence Board to provide advice and assistance to the Commission and ensure consistent application of the AI Regulation across national supervisory authorities.,NOISE,"The EBF's position text is a general introductory statement welcoming the consultation and broadly supporting an AI regulatory environment that enables innovation, provides legal certainty, and protects consumers — it contains no specific advocacy stance on the creation, structure, or role of a European AI Board. This is background context and a general endorsement without any directional position on governance bodies or supervisory coordination mechanisms.",1,False
European Banking Federation,4722660838-23,hys_feedback,0,0,0,article,61,,0.862655,"Requires providers of high-risk AI systems to establish, document, and maintain a post-market monitoring system that actively collects and analyses performance data throughout the system's lifetime, including a specific integration requirement for credit institutions under Directive 2013/36/EU.",UNDETECTABLE,"The EBF's position specifically highlights the importance of the supply chain perspective and the responsibility of third-party providers (TPPs), noting that TPPs hold full knowledge of AI features while final service providers do not. The post-market monitoring provision does touch on provider responsibilities and includes a specific carve-out for credit institutions, which is directly relevant to EBF members. However, the org's position focuses on allocating responsibility to TPPs in the supply chain, while the provision places monitoring obligations on ""providers"" without clearly resolving the TPP responsibility question the EBF raised — making it genuinely unclear whether the provision satisfies, contradicts, or ignores the EBF's specific advocacy concern.",1,False
European Banking Federation,4722660838-23,hys_feedback,0,0,0,article,72,,0.847977,"Establishes a regime of administrative fines (up to 500,000 EUR or 250,000 EUR) that the European Data Protection Supervisor may impose on Union institutions, agencies, and bodies for non-compliance with AI Act requirements.",OPPOSING,"The EBF explicitly argues against new AI-specific legislation, stating it ""is not required,"" and warns against duplicating existing regulatory frameworks like GDPR. The provision directly creates a new AI-specific enforcement and fine mechanism, which is precisely the kind of new AI-specific regulatory burden the EBF opposes. The provision thus does the opposite of what the EBF advocated for.",1,False
FUJITSU,441732425040-02,hys_feedback,0,0,0,article,20,,0.850216,"Requires providers of high-risk AI systems to retain automatically generated logs for an appropriate period, and specifies that credit institutions must maintain such logs as part of their documentation obligations.",NOISE,"Fujitsu's position focuses on liability frameworks for AI developers and the scope of the Product Liability Directive, not on logging or record-keeping obligations. The org text contains no substantive advocacy position on automatic log retention requirements, making the subjects effectively unrelated to this provision.",1,False
FUJITSU,441732425040-02,hys_feedback,0,0,0,article,5,,0.861575,"Prohibits specific AI practices including subliminal manipulation, exploitation of vulnerable groups, social scoring by public authorities, and real-time remote biometric identification in public spaces for law enforcement (with limited exceptions and safeguards).",NOISE,"Fujitsu's position focuses specifically on liability frameworks for AI developers — arguing against expanding product liability to AI systems beyond hardware-incorporated ones. Article 5 concerns prohibited AI practices, not liability allocation. There is no substantive advocacy position in the org text that relates to the prohibition of specific AI practices established by this provision.",1,False
Fair Trials,302540016347-29,hys_feedback,4,2,2,article,5,,0.868101,Prohibits certain AI practices including social scoring by public authorities and real-time remote biometric identification in public spaces for law enforcement (with limited exceptions and safeguards).,ALIGNED,"Fair Trials explicitly advocates for a legislative solution (Option 3) to protect fundamental rights in criminal justice, covering at minimum 'high-risk' AI applications. The provision directly responds to this by establishing concrete prohibitions and restrictions on high-risk AI uses in law enforcement contexts (real-time biometric identification, social scoring), which is precisely the type of legislative action Fair Trials called for to protect fundamental rights and prevent discrimination in criminal justice.",2,False
Fair Trials,302540016347-29,hys_feedback,4,2,2,article,52,,0.870102,"Establishes transparency obligations requiring providers and users of certain AI systems (including those interacting with natural persons, emotion recognition, biometric categorisation, and deepfake systems) to disclose AI interaction or artificially generated content, with exemptions for law enforcement uses.",NOISE,"The organisation's text expresses a general advocacy for legislative action to protect fundamental rights in criminal justice AI contexts, without taking a specific directional stance on transparency or disclosure obligations for AI systems. The org's position is broadly about the need for a legislative solution covering high-risk AI applications, which is too general to constitute a specific alignment or opposition to the concrete transparency requirements established in Article 52.",1,False
Fair Trials,302540016347-29,hys_feedback,4,2,2,article,54,,0.85647,"Permits personal data lawfully collected for other purposes to be processed in AI regulatory sandboxes for developing AI systems in areas including criminal justice, subject to specific safeguards for fundamental rights protection.",UNDETECTABLE,"Fair Trials advocates for strong legislative protection of fundamental rights in criminal justice AI applications, calling for coverage of at least 'high-risk' applications. The provision does address criminal justice AI and includes fundamental rights safeguards (monitoring mechanisms, data isolation, no decisions affecting data subjects), but it primarily enables personal data processing in sandboxes — which could be seen as either facilitating the kind of regulated AI development Fair Trials supports, or as creating a permissive data processing regime that could undermine the rights protections they advocate for. The direction of alignment is genuinely ambiguous given the org's position.",1,False
Fair Trials,302540016347-29,hys_feedback,4,2,2,article,7,,0.868623,"Empowers the Commission to adopt delegated acts to add new high-risk AI systems to Annex III based on criteria including fundamental rights impact, vulnerability of affected persons, and severity of harm.",ALIGNED,"Fair Trials explicitly advocates for a legislative solution covering 'high-risk' AI applications to protect fundamental rights and minimise risks, particularly in criminal justice. Article 7 establishes a mechanism to expand the list of high-risk AI systems using criteria that directly include fundamental rights impact, vulnerability of affected persons, and severity of harm — concrete action in the direction Fair Trials advocated for.",1,False
Gesamtverband der Deutschen Versicherungswirtschaft e.V.,6437280268-55,hys_feedback,4,1,3,article,2,,0.866816,"Defines the territorial and subject-matter scope of the AI Act, including exclusions for military purposes, certain sectoral product regulations, and third-country public authorities, while preserving existing intermediary liability rules.",ALIGNED,"The organisation explicitly argues that coherence with existing national and EU legislation must be preserved — specifically citing motor vehicles and aircraft — and that existing liability regimes should not be disrupted. Article 2(2) directly responds to this by carving out high-risk AI systems that are safety components of products falling under existing sectoral regulations (including Regulation (EU) 2018/858 on motor vehicles and Regulation (EU) 2018/1139 on aviation), limiting the AI Act's application to only Article 84 for those products, thereby preserving the primacy of existing sectoral frameworks as the organisation advocated.",1,False
Gesamtverband der Deutschen Versicherungswirtschaft e.V.,6437280268-55,hys_feedback,4,1,3,article,21,,0.843072,Requires providers of high-risk AI systems to immediately take corrective actions (including withdrawal or recall) and notify distributors when their system is not in conformity with the Regulation.,NOISE,"The organisation's position focuses on advocating for a risk-based, proportionate regulatory framework with clear criteria for defining ""high-risk"" AI — it does not express any specific stance on corrective action obligations, withdrawal/recall mechanisms, or notification duties for non-conforming systems. The org text contains no directional advocacy position that can be meaningfully evaluated against this specific provision.",1,False
Gesamtverband der Deutschen Versicherungswirtschaft e.V.,6437280268-55,hys_feedback,4,1,3,article,24,,0.845278,"Assigns compliance responsibility for high-risk AI systems to the product manufacturer when the AI system is placed on the market together with the product under the manufacturer's name, giving the manufacturer the same obligations as a provider under the AI Act.",UNDETECTABLE,"The org advocates for reviewing existing product safety legislation for AI-fitness rather than creating new obligations, and for proportionality to concrete risks. Article 24 creates a new compliance responsibility regime for product manufacturers of high-risk AI systems, which could be seen as either conflicting with the org's preference to avoid new legislation or as a proportionate measure — but the org's position focuses on product liability (PLD) and safety legislation review, not specifically on the allocation of provider-equivalent obligations to product manufacturers. There is a real thematic connection (product manufacturer responsibilities in the AI context), but it is genuinely unclear whether this specific allocation of obligations satisfies, contradicts, or simply falls outside the org's stated advocacy direction.",1,False
Gesamtverband der Deutschen Versicherungswirtschaft e.V.,6437280268-55,hys_feedback,4,1,3,article,26,,0.871926,"Establishes obligations for importers of high-risk AI systems, including conformity assessment verification, documentation requirements, and cooperation with national competent authorities.",NOISE,"The organisation's position focuses exclusively on AI liability regimes, deployer liability, and the adequacy of existing national liability frameworks — not on importer obligations or conformity assessment procedures. There is no substantive advocacy position in the org text that relates to the subject matter of Article 26.",1,False
Gesamtverband der Deutschen Versicherungswirtschaft e.V.,6437280268-55,hys_feedback,4,1,3,article,6,,0.873785,"Establishes classification rules for high-risk AI systems, defining two conditions under which an AI system is considered high-risk: being a safety component or product under Union harmonisation legislation listed in Annex II and requiring third-party conformity assessment, plus AI systems listed in Annex III.",NOISE,"The organisation's position focuses exclusively on AI liability regimes — arguing that existing national liability rules are adequate, that harmonised deployer liability rules should be deferred, and that coherence with existing motor vehicle and aircraft legislation should be preserved. It does not express any specific advocacy position on how AI systems should be classified as high-risk or on the classification criteria established in Article 6. The subjects are related to AI regulation broadly, but the org text contains no directional stance on the high-risk classification mechanism itself.",1,False
Gesamtverband der Deutschen Versicherungswirtschaft e.V.,6437280268-55,hys_feedback,4,1,3,article,63,,0.85506,Designates the relevant financial supervision authority as the market surveillance authority for AI systems used by financial institutions regulated by Union financial services legislation.,ALIGNED,"The organisation explicitly argues that the insurance industry is already sufficiently regulated under existing financial services legislation and supervised by existing authorities (EIOPA and BaFin), and that the current regulatory framework is adequate. Article 63(4) directly responds to this by designating the existing financial supervisory authority — rather than a new, separate AI-specific body — as the market surveillance authority for AI systems used by financial institutions, thereby preserving the existing supervisory structure the organisation advocates for.",1,False
Gesamtverband der Deutschen Versicherungswirtschaft e.V.,6437280268-55,hys_feedback,4,1,3,article,67,,0.872045,"Establishes a procedure whereby market surveillance authorities can require operators to withdraw or recall AI systems that are compliant with the Regulation but still present risks, with Commission oversight and coordination across Member States.",NOISE,"The organisation's position focuses exclusively on AI liability regimes — arguing that existing national liability rules are adequate and that new harmonised deployer liability rules should be deferred. Article 67 concerns market surveillance and corrective action procedures for compliant-but-risky AI systems, which is a distinct regulatory mechanism unrelated to liability. The org text contains no substantive advocacy position on market surveillance, withdrawal/recall procedures, or Commission oversight of national measures.",1,False
Gesamtverband der Deutschen Versicherungswirtschaft e.V.,6437280268-55,hys_feedback,4,1,3,article,69,,0.857209,"Encourages and facilitates the drawing up of voluntary codes of conduct for AI systems that are not high-risk, covering requirements such as environmental sustainability, accessibility, and stakeholder participation, with particular attention to small-scale providers and start-ups.",ALIGNED,"The organisation explicitly advocates for a soft law approach that promotes industry initiatives and voluntary codes of conduct tailored to specific sectors, arguing that ethical AI principles should be pursued through voluntary and non-legislative instruments as far as possible. Article 69 directly delivers this by establishing a framework for voluntary codes of conduct for non-high-risk AI systems, clearly acting in the direction the organisation advocated for.",1,False
Gesamtverband der Deutschen Versicherungswirtschaft e.V.,6437280268-55,hys_feedback,4,1,3,article,8,,0.844439,"Establishes that high-risk AI systems must comply with the requirements set out in Chapter 2, taking into account the intended purpose and the risk management system.",ALIGNED,"The organisation explicitly advocates for mandatory requirements to be limited to high-risk AI applications and for a risk-based approach to regulation. Article 8 directly implements this by imposing compliance requirements specifically and exclusively on high-risk AI systems, aligning with the org's core ask that regulation be targeted at high-risk AI rather than applied broadly.",1,False
Gesamtverband der Deutschen Versicherungswirtschaft e.V.,6437280268-55,hys_feedback,4,1,3,article,9,,0.867808,"Establishes a mandatory, continuous risk management system for high-risk AI systems, requiring identification, evaluation, and mitigation of risks throughout the entire lifecycle of the system.",NOISE,"The organisation's position focuses exclusively on AI liability regimes — arguing against new harmonised deployer liability rules and calling for deference of legislation on advanced AI systems. The provision, by contrast, establishes a risk management system for high-risk AI systems and does not address liability at all. The subjects are unrelated, and the org text contains no substantive advocacy position on risk management systems.",1,False
Google,03181945560-59,hys_feedback,10,5,5,article,10,,0.868081,"Establishes mandatory data governance and quality requirements for training, validation, and testing datasets used in high-risk AI systems, including requirements for representativeness, bias examination, and limited processing of special categories of personal data for bias correction.",OPPOSING,"Google explicitly argues against mandatory dataset retention and against placing requirements on training data quality, instead advocating for output/performance-based testing — the opposite of what Article 10 establishes. Google also specifically flags that obligations to ensure datasets are ""sufficiently representative"" conflict with GDPR, directly opposing the representativeness and bias-examination requirements codified in paragraphs 3 and 6 of this provision.",1,False
Google,03181945560-59,hys_feedback,10,5,5,article,13,,0.866053,"Requires high-risk AI systems to be sufficiently transparent and accompanied by detailed instructions for use, including information on capabilities, limitations, accuracy, robustness, cybersecurity, human oversight measures, and data specifications.",ALIGNED,"Google's pre-proposal text explicitly references a legislative option establishing mandatory requirements on ""information to be provided, robustness and accuracy and human oversight,"" and also discusses sharing performance distributions with users to enable comparison — both of which directly correspond to what Article 13 establishes regarding transparency obligations and detailed instructions for use in high-risk AI systems. The org's position anticipates and appears to support this type of mandatory information-provision framework, aligning with the provision's concrete requirements.",1,False
Google,03181945560-59,hys_feedback,10,5,5,article,14,,0.861239,"Establishes mandatory human oversight requirements for high-risk AI systems, including specific technical measures that providers must build in and users must implement to enable effective monitoring, intervention, and override of AI system outputs.",NOISE,"Google's text does not express a specific advocacy position on human oversight mechanisms for AI systems. Instead, it advocates for risk-proportionate regulation and distinguishing between higher and lower risk AI applications to avoid unnecessary burdens. This is a general regulatory design argument (proportionality, risk-tiering) rather than a specific stance on whether or how human oversight requirements should be structured, making it too general to constitute a specific directional position relative to this provision.",2,False
Google,03181945560-59,hys_feedback,10,5,5,article,23,,0.848474,"Requires providers of high-risk AI systems to supply national competent authorities, upon request, with all information and documentation needed to demonstrate conformity, and to provide access to automatically generated logs under their control.",ALIGNED,"Google's position explicitly advocates that risk assessment documentation ""could be available to view on demand by regulators,"" which directly corresponds to the provision's requirement that providers supply documentation and logs to national competent authorities upon request. Both the org's position and the provision share the same directional mechanism: documentation is produced and made available to oversight bodies on demand rather than proactively filed, aligning with Google's preferred ""on demand"" transparency model.",1,False
Google,03181945560-59,hys_feedback,10,5,5,article,41,,0.852877,"Establishes a mechanism for the Commission to adopt common specifications for high-risk AI systems via implementing acts when harmonised standards are absent or insufficient, with a presumption of conformity for systems meeting those specifications.",NOISE,"Google's text advocates for risk-proportionate regulation and distinguishing between higher and lower risk AI applications, but does not express any specific position on the mechanism of common specifications or harmonised standards. The org text contains no directional stance on how technical specifications should be developed, adopted, or applied to high-risk AI systems, making it unrelated to the concrete action established by Article 41.",1,False
Google,03181945560-59,hys_feedback,10,5,5,article,5,,0.861741,"Prohibits certain AI practices including subliminal manipulation, exploitation of vulnerable groups, social scoring by public authorities, and real-time remote biometric identification in public spaces for law enforcement (with limited exceptions and safeguards).",UNDETECTABLE,"Google's text references the possibility of an EU legislative instrument establishing mandatory requirements specifically for remote biometric identification systems as one policy option, which connects to the provision's treatment of such systems. However, the org text is fragmented and does not clearly advocate for or against the specific prohibitions and exceptions established in Article 5 — it merely describes a policy option without taking a directional stance on whether such prohibitions should be broader, narrower, or structured differently.",1,False
Google,03181945560-59,hys_feedback,10,5,5,article,52,,0.869808,"Establishes mandatory transparency and disclosure obligations for AI systems interacting with natural persons, emotion recognition/biometric categorisation systems, and deepfake-generating AI systems.",NOISE,"The org text does not express a specific directional advocacy position on transparency or disclosure obligations for AI systems; it consists largely of fairness-related checklist questions, a description of performance distribution processes, and a neutral summary of legislative options under consideration. There is no clear stance for or against the transparency mechanisms established in Article 52.",1,False
Google,03181945560-59,hys_feedback,10,5,5,article,7,,0.8693,"Empowers the Commission to adopt delegated acts to add new high-risk AI systems to Annex III based on specific risk criteria related to health, safety, and fundamental rights.",NOISE,"The org text discusses fairness definitions, testing metrics, and general options for EU AI legislation (including mandatory requirements), but does not express a specific advocacy position on the Commission's power to expand the list of high-risk AI systems via delegated acts. The text is a mix of internal checklist questions and background descriptions of legislative options without a directional stance on the provision's specific mechanism.",1,False
Google,03181945560-59,hys_feedback,10,5,5,article,9,,0.8693,"Establishes a mandatory, continuous risk management system for high-risk AI systems, requiring identification, evaluation, and mitigation of risks throughout the entire lifecycle, including testing and residual risk communication to users.",UNDETECTABLE,"Google's position advocates for risk-proportionate regulation — distinguishing between higher and lower risk AI applications to avoid disproportionate burdens — and describes a framework for evaluating overall residual risk against alternatives. Article 9 does establish a risk management system specifically scoped to high-risk AI systems (which aligns with Google's call for risk differentiation), but the provision imposes detailed, mandatory obligations (continuous lifecycle management, testing, documentation) that could equally be seen as the kind of burdensome requirements Google warns against for lower-risk applications. It is genuinely unclear whether the provision satisfies Google's advocacy (by limiting requirements to high-risk systems) or contradicts it (by imposing heavy obligations even within that category), making the direction ambiguous.",1,False
Huawei,114467111412-38,hys_feedback,2,0,2,article,10,,0.871268,"Establishes mandatory data governance and quality requirements (relevance, representativeness, bias examination, etc.) for training, validation, and testing datasets used in high-risk AI systems.",NOISE,"Huawei's position expresses general support for risk-based regulation of high-risk AI and asks for clearer definitions of high-risk applications, but does not take any specific stance on data governance or dataset quality requirements. The org text contains no directional advocacy position on the subject matter of Article 10 (data governance, training data quality, bias monitoring), making it noise relative to this provision.",1,False
Huawei,114467111412-38,hys_feedback,2,0,2,article,15,,0.856537,"Requires high-risk AI systems to achieve appropriate levels of accuracy, robustness, and cybersecurity throughout their lifecycle, including resilience against errors, feedback loops, and adversarial attacks such as data poisoning.",ALIGNED,"Huawei explicitly advocates for AI algorithm and application providers to develop systems meeting standards of security, robustness, and trustworthiness — directly mirroring the provision's concrete requirements for accuracy, robustness, and cybersecurity in high-risk AI systems. The org's specific call for security and robustness standards across the AI supply chain (algorithm providers, application providers, deployers) aligns clearly with the provision's mandatory requirements for resilience against errors, adversarial attacks, and feedback loops throughout the system lifecycle.",1,False
Huawei,114467111412-38,hys_feedback,2,0,2,article,17,,0.876373,"Requires providers of high-risk AI systems to establish a documented quality management system covering regulatory compliance, design, development, testing, data management, risk management, post-market monitoring, incident reporting, and accountability frameworks, with proportionality for organisation size.",NOISE,"Huawei's position expresses general support for risk-based regulation and ex ante requirements for high-risk AI, but does not take a specific stance on quality management systems or any of the particular elements Article 17 establishes. The advocacy is too broad and general — endorsing the concept of risk-based regulation and ex ante conformity assessments — without addressing the specific quality management system obligations this provision creates.",1,False
Huawei,114467111412-38,hys_feedback,2,0,2,article,26,,0.870743,"Establishes specific obligations for importers of high-risk AI systems, including ensuring conformity assessments, technical documentation, conformity markings, and cooperation with national competent authorities.",NOISE,"Huawei's position expresses general support for risk-based regulation and ex ante conformity assessments for high-risk AI, but does not take any specific stance on importer obligations. The provision specifically governs importers' duties, a subject on which Huawei's text contains no directional advocacy position.",1,False
Huawei,114467111412-38,hys_feedback,2,0,2,article,33,,0.858813,"Establishes detailed requirements for notified bodies conducting conformity assessments of high-risk AI systems, including independence, impartiality, competence, confidentiality, and coordination obligations.",NOISE,"Huawei's position focuses on two distinct topics: (1) consistency mechanisms and harmonisation across Member State authorities, and (2) the definition and criteria for ""high-risk"" AI and the conformity assessment risk-level approach. Neither of these positions specifically addresses the organisational requirements, independence, competence, or operational standards for notified bodies as established in Article 33. The org text does not advocate for or against any of the specific mechanisms this article creates.",1,False
Huawei,114467111412-38,hys_feedback,2,0,2,article,42,,0.872483,Establishes a presumption of conformity for high-risk AI systems that meet specific data training/testing conditions or hold a cybersecurity certification under EU Regulation 2019/881.,NOISE,"Huawei's position focuses on regulatory consistency across Member States and the criteria/process for defining and assessing ""high-risk"" AI applications, not on presumptions of conformity based on data training conditions or cybersecurity certifications. While both texts touch on conformity assessment broadly, Huawei's advocacy contains no specific directional stance on the presumption-of-conformity mechanism that Article 42 establishes, making the connection too tenuous to classify as anything other than noise.",2,False
Huawei,114467111412-38,hys_feedback,2,0,2,article,43,,0.865827,"Establishes specific conformity assessment procedures for high-risk AI systems, including internal control and third-party (notified body) assessments depending on the category of high-risk AI system and applicable harmonised standards.",UNDETECTABLE,"Huawei advocates for conformity assessment procedures that focus on intended use and type of impact rather than sector-based ""high-risk"" classifications, and calls for clear, regularly reviewed definitions applied to all vendors. The provision establishes conformity assessment procedures tied to the sector-based Annex III classification system that Huawei explicitly critiques as difficult to implement. However, the provision does not directly address Huawei's proposed alternative (intended-use-based risk assessment), making it genuinely unclear whether the provision partially satisfies, contradicts, or simply ignores Huawei's specific ask — a real connection exists but the direction of alignment is ambiguous.",1,False
Huawei,114467111412-38,hys_feedback,2,0,2,article,47,,0.858482,"Establishes a derogation procedure allowing market surveillance authorities to authorise high-risk AI systems without completing full conformity assessment, subject to time limits, compliance checks, and a cross-Member State/Commission notification and objection mechanism.",UNDETECTABLE,"Huawei advocates for consistency mechanisms and harmonisation of decisions across Member States' competent authorities, which is partially addressed by the notification and objection procedure in Article 47. However, Huawei's position focuses on conformity assessment criteria and risk definitions rather than derogations from conformity assessment, making it genuinely unclear whether this provision satisfies, contradicts, or simply bypasses their specific advocacy concerns.",1,False
Huawei,114467111412-38,hys_feedback,2,0,2,article,59,,0.85914,"Requires each Member State to designate national competent authorities with adequate resources, expertise, and organisational independence to implement and enforce the AI Regulation.",UNDETECTABLE,"Huawei's position specifically advocates for consistency mechanisms and harmonisation of decisions across Member States' competent authorities, which is related to the subject of Article 59 (designation and organisation of national competent authorities). However, Article 59 focuses on the internal setup, resourcing, and designation of national authorities rather than on cross-border consistency or harmonisation mechanisms between them, so it is genuinely unclear whether this provision satisfies, contradicts, or simply does not address Huawei's specific ask for inter-authority coordination and harmonisation.",1,False
Huawei,114467111412-38,hys_feedback,2,0,2,article,6,,0.870866,"Establishes classification rules for high-risk AI systems based on two conditions: being a safety component or product under Union harmonisation legislation listed in Annex II, and requiring third-party conformity assessment; additionally designates AI systems in Annex III as high-risk.",ALIGNED,"Huawei explicitly supports basing regulatory requirements on risk assessment and agrees with determining ""high-risk"" AI by considering sectors and use cases, while requesting a concrete definition and granular list of specific high-risk applications for legal clarity. Article 6 directly delivers this by establishing concrete classification rules and criteria for high-risk AI systems, including references to specific annexes (Annex II and Annex III) that enumerate the relevant sectors and applications — responding to Huawei's ask for a defined, granular list of high-risk AI applications.",1,False
IKEA / Ingka Group,1095068839-59,hys_feedback,1,0,1,article,1,,0.862778,"Establishes the subject matter of the AI Act, including harmonised rules for AI systems, prohibitions of certain AI practices, specific requirements for high-risk AI systems, transparency rules, and market surveillance rules.",ALIGNED,"IKEA/Ingka Group specifically advocates for a targeted definition of AI, a balanced application-and-sector-based approach to high-risk classification, and harmonised transparency rules for biometric systems — all of which are concretely addressed in Article 1's enumerated subject matter (prohibitions, high-risk requirements, transparency rules for biometric categorisation systems). The provision takes concrete action in the same direction the org advocated for, establishing the very regulatory framework (with high-risk distinctions and transparency obligations) that the org called for.",1,False
IKEA / Ingka Group,1095068839-59,hys_feedback,1,0,1,article,10,,0.871176,"Establishes mandatory data governance and quality requirements (relevance, representativeness, bias examination, etc.) for training, validation, and testing datasets used in high-risk AI systems.",UNDETECTABLE,"IKEA/Ingka advocates for outcome-focused rules, innovation freedom, and non-discrimination by design — which could loosely connect to Article 10's bias-monitoring and data quality requirements. However, the org's specific asks (precise AI definition, outcome-based rather than tool-based regulation) do not clearly align with or oppose the detailed data governance obligations Article 10 imposes; the connection is real but the direction of alignment is genuinely ambiguous.",1,False
IKEA / Ingka Group,1095068839-59,hys_feedback,1,0,1,article,2,,0.866709,"Establishes the territorial and personal scope of the AI Regulation, defining who it applies to (providers and users within or outside the Union) and what it excludes (military purposes, certain sectoral regulations, third-country public authorities).",NOISE,"The org's position focuses on two specific asks: (1) outcome-based rather than tool-based regulation, and (2) a precise, targeted definition of AI. Article 2 deals exclusively with the territorial and personal scope of the Regulation — it does not address the definition of AI nor the regulatory approach (outcome-based vs. tool-based). There is no substantive advocacy position in the org text that speaks to the scope provisions established in this article.",1,False
IKEA / Ingka Group,1095068839-59,hys_feedback,1,0,1,article,42,,0.870607,Establishes a presumption of conformity for high-risk AI systems trained on geographically/behaviourally relevant data (Article 10(4)) and for systems certified under an EU cybersecurity scheme (Article 15).,NOISE,"The org's position focuses on two specific asks: outcome-based regulation and a precise definition of AI. Neither of these positions relates to the presumption-of-conformity mechanism established in Article 42, which concerns data relevance and cybersecurity certification. The org text contains no substantive advocacy position on conformity presumptions, making this a case of unrelated subjects.",1,False
IKEA / Ingka Group,1095068839-59,hys_feedback,1,0,1,article,6,,0.87059,"Establishes classification rules for high-risk AI systems based on two conditions: being a safety component or product under Union harmonisation legislation and requiring third-party conformity assessment, plus systems listed in Annex III.",ALIGNED,"IKEA/Ingka explicitly advocated for an EU legislative instrument that establishes mandatory requirements limited to 'high-risk' AI applications (option 3.b), and Article 6 directly delivers this by creating a classification framework that defines and scopes which AI systems qualify as high-risk. The provision acts in the specific direction the org advocated — targeting regulation at high-risk AI rather than applying broad rules to all AI systems.",1,False
IKEA / Ingka Group,1095068839-59,hys_feedback,1,0,1,article,65,,0.865742,"Establishes a procedure for market surveillance authorities to evaluate, restrict, withdraw, or recall AI systems presenting a risk at the national level, requiring operator cooperation and cross-border coordination.",NOISE,"The organisation's pre-proposal text focuses on two specific asks: (1) outcome-based regulation rather than tool-based regulation, and (2) a precise, targeted definition of AI. Neither of these positions addresses market surveillance procedures, risk evaluation mechanisms, or corrective action requirements. The org text contains no substantive advocacy position on the subject matter of Article 65.",1,False
Ibec,479468313744-50,hys_feedback,1,1,0,article,10,,0.866475,"Establishes mandatory data governance and quality requirements for training, validation, and testing datasets used in high-risk AI systems, including bias examination, data representativeness, and conditions for processing special categories of personal data.",NOISE,"Ibec's position expresses broad, high-level advocacy for a human-centred approach to AI governance, protecting fundamental rights while enabling innovation, and acknowledging the opportunity cost of not using AI. These are general values without a specific directional stance on data governance or dataset quality requirements for high-risk AI systems. No specific position is taken that could be evaluated against the concrete data management obligations established in Article 10.",1,False
