organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
European DIGITAL SME Alliance,082698126468-52,hys_feedback,0,0,0,article,52,Requests for information,0.862875,"Establishes the Commission's power to request information from very large online platforms and other persons in the context of investigating suspected infringements, including through simple requests or binding decisions with penalties.",NOISE,"The organisation's text expresses only general concerns about the Digital Services Act's potential burdens on digital SMEs and the risk of unintended effects like automated filtering, without taking any specific directional stance on the Commission's information-request powers established in Article 52. The text amounts to a general endorsement of participating in the consultation and voicing SME concerns, with no specific advocacy position on investigatory or information-gathering mechanisms.",1,False
European DIGITAL SME Alliance,082698126468-52,hys_feedback,0,0,0,article,56,Commitments,0.859058,"Establishes a commitments mechanism whereby very large online platforms can offer binding commitments to ensure compliance, and the Commission can reopen proceedings or reject commitments if they are insufficient.",NOISE,"The organisation's position focuses on liability frameworks, large platform responsibilities regarding illegal content, algorithmic transparency, and interoperability — none of which address the procedural commitments mechanism established in this article. There is no substantive advocacy position in the org text that relates to whether or how platforms should be able to offer binding commitments to the Commission during enforcement proceedings.",1,False
European DIGITAL SME Alliance,082698126468-52,hys_feedback,0,0,0,article,59,Fines,0.859231,"Establishes a fine regime for very large online platforms, with fines up to 6% of total turnover for infringements of the Regulation and up to 1% for procedural violations such as supplying incorrect information or refusing inspections.",UNDETECTABLE,"The org's position focuses on targeting large platforms with responsibilities around illegal content, transparency, and interoperability — which is thematically related to the regulation of large platforms. However, the org text does not express any specific stance on the level, structure, or existence of financial penalties/fines for large platforms, so it is genuinely unclear whether this fine regime satisfies, contradicts, or ignores their advocacy position.",1,False
European DIGITAL SME Alliance,082698126468-52,hys_feedback,0,0,0,article,72,Amendments to Directive 2020/XX/EC on Representative Actions for the Protection of the Collective Interests of Consumers,0.848709,"Adds the Digital Services Act to the list of EU laws covered by the Representative Actions Directive, enabling collective consumer redress actions for DSA violations.",NOISE,"The organisation's text contains no substantive advocacy position — it consists entirely of administrative/contact information (a URL, phone number, VAT number, address, and EU Transparency Register number) with no directional stance on collective redress, representative actions, or any DSA-related topic.",2,False
European DIY Retail Association (EDRA),897456530168-43,hys_feedback,0,0,0,article,3,‘Mere conduit,0.864936,"Establishes that service providers acting as 'mere conduits' (transmitting information without initiating, selecting receiver, or modifying content) are not liable for that information.",NOISE,"The organisation's text is descriptive and explanatory in nature — it summarises existing law (the Directive's recital and ECJ case law) regarding the passive/active distinction for liability exemptions, without making a specific directional advocacy ask about what the provision should do or change. This constitutes background description of existing legal framework rather than a substantive lobbying position on the 'mere conduit' article itself.",1,False
European DIY Retail Association (EDRA),897456530168-43,hys_feedback,0,0,0,article,56,Commitments,0.859444,"Establishes a mechanism whereby very large online platforms can offer voluntary commitments to the Commission, which may be made binding by Commission decision, effectively closing enforcement proceedings.",OPPOSING,"EDRA explicitly argues that voluntary commitments and non-binding rules are ineffective and that only binding rules can address non-compliance on online platforms, citing the Product Safety Pledge as a failed example. The provision creates a commitments mechanism where platforms can offer voluntary undertakings to resolve proceedings — precisely the type of approach EDRA argues against, even though the Commission can make those commitments binding by decision.",1,False
European Magazine Media Association (EMMA) and European Newspaper Publishers Association (ENPA),37937886834-69,hys_feedback,3,3,0,article,19,Trusted flaggers,0.876019,"Establishes a formal trusted flagger system whereby designated entities receive priority processing of their illegal content notices by online platforms, with Digital Services Coordinators awarding and revoking trusted flagger status based on defined criteria.",OPPOSING,"EMMA/ENPA explicitly argue against legally obliging platforms to cooperate with trusted flaggers, raising concerns about who appoints them, potential bias, and interference with fundamental rights/freedom of expression. The provision does exactly what the organisation opposes: it creates a mandatory legal framework requiring platforms to prioritise notices from state-designated trusted flaggers, with formal criteria for appointment and revocation — the very mechanism the organisation argues is a ""sensitive interference on fundamental rights"" and prone to establishing ""a mixture of private and State control over the boundaries of freedom of expression.""",1,False
European Magazine Media Association (EMMA) and European Newspaper Publishers Association (ENPA),37937886834-69,hys_feedback,3,3,0,article,40,Jurisdiction,0.848961,"Establishes jurisdiction rules for intermediary service providers under the DSA, assigning jurisdiction to the Member State of main establishment or legal representative, and requiring non-EU providers to appoint a legal representative.",ALIGNED,"The organisation explicitly advocates that mega-platforms should be legally established or have an authorised recipient/person authorised to receive service in every market they operate, so as to subject themselves to the jurisdiction and laws of respective Member States. Article 40 directly responds to this by establishing jurisdiction rules tied to the provider's main establishment or legal representative, and requiring non-EU providers to appoint a legal representative — concretely delivering the jurisdictional accountability the org called for.",1,False
European Magazine Media Association (EMMA) and European Newspaper Publishers Association (ENPA),37937886834-69,hys_feedback,3,3,0,article,52,Requests for information,0.861871,"Establishes the Commission's power to require very large online platforms and other persons to provide information via simple request or decision, including specifying legal basis, penalties for non-compliance, and procedural requirements.",NOISE,"The org's position focuses on obligations for platforms regarding content moderation teams, notice-and-action systems, and responding to law enforcement authorities — not on the Commission's investigatory power to request information from platforms. The provision concerns the Commission's information-gathering mechanism under its enforcement section, which is a distinct subject from what EMMA/ENPA addressed. There is no substantive advocacy position in the org text that speaks to this specific provision.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,11,Legal representatives,0.859308,"Requires providers of intermediary services without an EU establishment to designate a legal representative in a Member State where they offer services, who can be held liable for non-compliance.",ALIGNED,"The GSMA explicitly advocated that undertakings in third countries providing services to EU users should be required to have a representative within the EU and follow the legal requirements of at least one Member State. Article 11 directly delivers this by mandating that non-EU-established providers of intermediary services designate a legal representative in a Member State where they offer services, which is precisely what GSMA called for.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,19,Trusted flaggers,0.871508,"Establishes a trusted flagger system whereby designated entities receive priority processing of illegal content notices from online platforms, with conditions for awarding and revoking trusted flagger status managed by Digital Services Coordinators.",ALIGNED,"The GSMA explicitly advocates for a trusted flagger mechanism where platforms remove content after direct notification by trusted flaggers, and calls for Member States to share official lists of trusted flaggers so their actions are valid at European level. The provision directly establishes this trusted flagger system, including cross-border coordination through a publicly available Commission database — closely matching what GSMA advocated for.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,2,Definitions,0.870347,"Defines key terms for the Digital Services Act, including 'intermediary service' (covering mere conduit, caching, and hosting), 'illegal content', 'online platform', and other relevant concepts.",ALIGNED,"The GSMA explicitly advocates for preserving liability exemptions for 'mere conduit', caching, and access services, and the provision's definition of 'intermediary service' directly codifies these three categories (mere conduit, caching, hosting) as the scope of the DSA's intermediary framework. The org's position is specifically tied to ensuring these service categories are correctly defined and preserved, and the provision delivers exactly that definitional foundation — making it aligned with path (a), as the provision establishes the very categorical distinctions the org argued should be maintained.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,23,Transparency reporting obligations for providers of online platforms,0.875372,"Requires online platforms to include in transparency reports information on dispute settlement outcomes, suspensions, and use of automated content moderation means, and to publish data on average monthly active recipients every six months.",ALIGNED,"The GSMA explicitly advocates that online platforms sharing user-generated content should provide competent authorities with transparency reports including statistics on content removed and explanations on how automated systems apply in practice, and that these reports should be easily understood and allow for comparison. Article 23 directly delivers this by mandating transparency reports covering automated content moderation (including purposes, accuracy, and safeguards) and publishing active recipient data, aligning with GSMA's specific ask for transparency reporting obligations on platforms.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,3,‘Mere conduit,0.874222,"Establishes that 'mere conduit' service providers (e.g. ISPs transmitting information) are not liable for transmitted content, provided they do not initiate, select the receiver of, or modify the transmission.",ALIGNED,"The GSMA explicitly advocates for preserving the liability exemption for 'mere conduit' services (such as ISPs and network access providers) under the DSA, directly referencing Article 12 of the e-Commerce Directive. Article 3 of the proposal does exactly this — it carries forward and establishes the 'mere conduit' liability exemption for transmission/access providers, which is precisely what GSMA called for.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,33,Transparency reporting obligations for very large online platforms,0.854266,"Requires very large online platforms to publish transparency reports on risk assessments, mitigation measures, and audit results every six months, with a confidentiality carve-out for sensitive information.",ALIGNED,"The GSMA explicitly advocates that online platforms sharing user-generated content should provide competent authorities with transparency reports, that these reports should be publicly understandable and allow comparison across platforms. The provision directly establishes mandatory public transparency reporting obligations for very large online platforms, acting in the same direction the GSMA advocated for.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,4,‘Caching,0.868183,Establishes conditional liability exemption for caching service providers who automatically and temporarily store information for the purpose of more efficient onward transmission.,ALIGNED,"The GSMA explicitly advocates for preserving liability exemptions for intermediaries including caching service providers under the DSA, arguing that the underlying legal principle from the e-Commerce Directive should be maintained. Article 4 directly preserves and codifies the caching liability exemption, which is precisely what the GSMA called for.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,40,Jurisdiction,0.8517,"Establishes jurisdiction rules for intermediary service providers, including a requirement for non-EU providers to appoint a legal representative in a Member State, and grants all Member States jurisdiction where no such representative is appointed.",ALIGNED,"The GSMA explicitly advocated that third-country providers offering services to EU users should be required to have a legal representative within the EU and follow the legal requirements of at least one Member State — directly mirroring Article 40(2), which deems non-EU providers under the jurisdiction of the Member State where their legal representative resides or is established. The org also endorsed the country-of-origin/single-jurisdiction principle, which is reflected in Article 40(1) anchoring jurisdiction to the Member State of main establishment.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,43,Right to lodge a complaint,0.845965,Establishes the right for recipients of intermediary services to lodge complaints against providers with the Digital Services Coordinator of the Member State where the recipient resides or is established.,NOISE,"The GSMA's position focuses on the country of origin principle, legal representatives for third-country providers, and harmonisation of obligations across Member States — none of which directly relate to the complaint mechanism established in Article 43. The org text does not express any specific advocacy position on users' rights to lodge complaints or the complaint-handling role of Digital Services Coordinators, making the subjects effectively unrelated.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,54,Power to conduct on-site inspections,0.85367,"Grants the Commission power to conduct on-site inspections at very large online platforms, including requiring explanations on organisation, IT systems, algorithms, and data handling, and questioning key personnel.",ALIGNED,"GSMA explicitly advocates for an EU-level body to be vested with ""adequate investigative powers"" and ""oversight and monitoring powers"" enabling it to ""collect relevant information from digital firms."" The provision directly delivers this by granting the Commission (the EU-level enforcer) concrete on-site inspection and information-gathering powers over large online platforms, which aligns with GSMA's specific ask for investigative and monitoring capabilities at EU level.",1,False
European Telecommunications Network Operators' Association (ETNO),08957111909-85,hys_feedback,1,0,1,article,57,Monitoring actions,0.857135,"Empowers the Commission to monitor compliance with the Regulation by very large online platforms, including ordering access to databases and algorithms, and appointing independent external experts and auditors.",ALIGNED,"ETNO explicitly advocates for an EU-level body vested with investigative, oversight, and monitoring powers to collect relevant information from digital firms and enforce dedicated rules for major digital platforms. Article 57 directly delivers this by granting the Commission (as the EU-level enforcer) concrete monitoring powers over large online platforms, including access to databases/algorithms and the use of independent auditors — precisely the kind of investigative and monitoring capacity ETNO called for.",1,False
Face-value European Alliance for Ticketing (FEAT),167661034032-04,hys_feedback,0,0,0,article,60,Periodic penalty payments,0.845443,"Establishes the Commission's power to impose periodic penalty payments (up to 5% of average daily turnover per day) on very large online platforms to compel compliance with information requests, inspections, interim measures, commitments, and other decisions.",NOISE,"The organisation's text focuses on platform liability for unfulfilled contractual obligations based on predominant influence over traders, specifically in the context of curbing illegal ticket resale. It does not express any advocacy position on enforcement mechanisms such as periodic penalty payments imposed by the Commission on platforms for non-compliance with regulatory decisions — the subjects are substantively unrelated.",1,False
Face-value European Alliance for Ticketing (FEAT),167661034032-04,hys_feedback,0,0,0,article,72,Amendments to Directive 2020/XX/EC on Representative Actions for the Protection of the Collective Interests of Consumers,0.86028,"Adds the Digital Services Act to the list of EU laws covered by the Representative Actions Directive, enabling collective consumer redress actions for DSA violations.",NOISE,"The organisation's text is purely bibliographic/administrative in nature — it consists solely of footnote citations to Eurostat statistics and an EU directive, with no substantive advocacy position expressed. There is no directional stance on representative actions, collective redress, or the DSA's inclusion in Annex I that could be evaluated against this provision.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,10,Points of contact,0.847192,"Requires providers of intermediary services to establish a single point of contact for communication with Member State authorities, the Commission, and the Board, and to specify the official language(s) for such communication.",ALIGNED,"Facebook explicitly complained about having ""different procedures and points of contact for obligations to cooperate with authorities"" across Member States as a major inefficiency, and advocated for harmonised, pan-European rules under the DSA. Article 10 directly responds to this by mandating a single point of contact for all relevant authorities, replacing the fragmented multi-Member-State contact arrangements Facebook criticised.",2,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,11,Legal representatives,0.858931,"Requires providers of intermediary services without an EU establishment to designate a legal representative in one Member State, who can be held liable for non-compliance and must be available to authorities, the Commission, and the Board.",OPPOSING,"Facebook explicitly identifies ""requirements to have a legal representative or an establishment in more than one Member State"" and ""different procedures and points of contact for obligations to cooperate with authorities"" as burdens, and advocates for harmonised, pan-European processes rather than fragmented national obligations. While Article 11 limits the requirement to a single Member State representative (partially addressing fragmentation), Facebook's core position opposes the very mechanism of mandated legal representatives and multiple national contact points, which Article 11 establishes and formalises.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,12,Terms and conditions,0.867712,"Requires intermediary service providers to publicly disclose content moderation restrictions, policies, and tools in their terms and conditions, and to apply them in a diligent, objective, and proportionate manner with due regard to fundamental rights.",ALIGNED,"Facebook explicitly advocates for safeguards protecting fundamental rights in content regulation and calls for a ""systemic and proportionate approach"" to platform oversight — the provision directly operationalises this by requiring proportionate, objective enforcement of content moderation restrictions with due regard to fundamental rights. The provision's requirement for transparency in terms and conditions and proportionate application aligns with Facebook's stated position that regulation should balance rights and safety through systemic, proportionate oversight mechanisms.",3,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,13,Transparency reporting obligations for providers of intermediary services,0.868248,"Requires providers of intermediary services to publish annual transparency reports on content moderation, including data on orders from authorities, notices received, own-initiative moderation measures, and complaints handled, with an exemption for micro and small enterprises.",ALIGNED,"Facebook's pre-proposal text indicates it already publishes transparency reports covering volumes of takedowns (both terms-of-service and legality-based), notices from third parties, complaints against removal decisions, and reinstated content — categories that closely mirror the specific reporting items mandated in Article 13(1)(a)–(d). By voluntarily disclosing these practices and checking the relevant boxes, Facebook signals support for this type of transparency reporting, and the provision formalises and expands exactly the categories Facebook already reported on, moving in the same direction as Facebook's existing practice and implicit advocacy for structured transparency obligations.",3,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,14,Notice and action mechanisms,0.884841,"Establishes mandatory notice-and-action mechanisms for hosting services, requiring easy-to-access systems for reporting illegal content with specific elements (URL, reason for illegality, identity, good faith statement), and obligations to confirm receipt and notify decisions.",ALIGNED,"Facebook explicitly advocates for maintaining a notice-and-takedown regime and specifies the exact elements it considers necessary for notifications (URL, reason for illegality, description, identity), which map directly onto the elements required by Article 14(2)(a)-(d). The provision delivers precisely the notice-and-action mechanism Facebook endorsed, including the specific informational components it identified as necessary and sufficient.",2,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,15,Statement of reasons,0.87234,"Requires hosting service providers to inform recipients of content removal/disabling decisions with a detailed statement of reasons, including facts relied upon, legal grounds, use of automated means, and available redress options, and to publish these decisions in a public database.",NOISE,"Facebook's position advocates for maintaining a notice-and-takedown regime and outlines what information users should provide when notifying platforms of illegal activity — it does not take a specific stance on whether platforms should be required to provide statements of reasons to recipients when removing content. The org text addresses the inbound notification side of the process, not the outbound transparency obligations toward recipients that Article 15 establishes, making the connection too tangential to constitute a specific advocacy position on this provision.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,17,Internal complaint-handling system,0.865658,"Requires online platforms to provide recipients with an effective, free, electronic internal complaint-handling system for at least six months against decisions to remove content, suspend services, or terminate accounts, and mandates timely, objective handling with human review of decisions.",ALIGNED,"Facebook explicitly describes its existing internal appeals/re-review mechanism for content removals and account restrictions, demonstrating advocacy for and support of such systems. The provision formalises and mandates exactly the kind of internal complaint and redress mechanism Facebook already operates and describes positively, meaning the provision acts in the same direction as Facebook's stated practice and implicit advocacy for appeal systems at scale.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,19,Trusted flaggers,0.875862,"Establishes a trusted flagger system requiring online platforms to prioritise notices from certified entities, with conditions for awarding, maintaining, and revoking trusted flagger status managed by Digital Services Coordinators.",NOISE,"The organisation's text is purely administrative/descriptive — it consists of checkbox form fields about the organisation's type and role, with no substantive advocacy position expressed for or against the trusted flagger mechanism or any of its specific elements.",2,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,2,Definitions,0.871026,"Establishes definitions for key terms used throughout the Digital Services Act regulation, including 'intermediary service', 'online platform', 'illegal content', 'recommender system', 'content moderation', and others.",NOISE,The organisation's text is purely administrative/registration information (checkboxes about service types and organisational roles) with no substantive advocacy position on any of the definitions established in this provision. There is no directional stance expressed that could be evaluated against the provision's content.,1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,20,Measures and protection against misuse,0.869312,"Requires online platforms to suspend services to users who frequently provide manifestly illegal content, and to suspend processing of notices/complaints from those who frequently submit manifestly unfounded notices, with case-by-case assessment and transparent policies on misuse.",UNDETECTABLE,"Facebook advocates for maintaining a notice-and-takedown regime and specifies what information should be required in notifications, which is related to the notice-and-action mechanism that Article 20 builds upon. However, Facebook's position does not specifically address the anti-misuse/suspension mechanism that Article 20 establishes — it neither endorses nor opposes suspending repeat abusers of the system. A genuine connection exists (both concern the notice-and-action framework), but it is genuinely unclear whether Facebook would support or oppose the specific suspension obligations created here.",2,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,21,Notification of suspicions of criminal offences,0.855501,"Requires online platforms to promptly notify law enforcement or judicial authorities when they become aware of information suggesting a serious criminal offence involving a threat to life or safety has occurred, is occurring, or is likely to occur.",NOISE,"Facebook's position text focuses on concerns about proactive content removal obligations, automated detection tools, and the risks of over-blocking — it does not express any specific stance on the obligation to notify law enforcement of suspected serious criminal offences. The org text contains no directional advocacy position that can be evaluated against Article 21's notification requirement.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,24,Online advertising transparency,0.84465,"Requires online platforms to ensure recipients can identify in real time that content is an advertisement, who paid for it, and the main parameters used to target them.",ALIGNED,"Facebook explicitly advocates for transparency measures in online advertising, including ""Paid for by"" disclaimers identifying the entity behind an advertisement — directly mirroring Article 24(1)(a) and (b). While Facebook places primary responsibility on advertisers rather than platforms, it nonetheless supports the disclosure framework that Article 24 establishes, making this a clear directional alignment on advertising transparency requirements.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,26,Risk assessment,0.865879,"Requires very large online platforms to conduct annual systemic risk assessments covering illegal content dissemination, impacts on fundamental rights, and intentional manipulation of their services.",UNDETECTABLE,"Facebook advocates for careful consideration of fundamental rights impacts in content regulation and supports a ""systemic and proportionate approach to the oversight of online platforms,"" which connects to the provision's systemic risk assessment framework. However, Facebook's position is ambiguous in direction — it supports safeguards for fundamental rights but also warns against overly burdensome regulation; it is genuinely unclear whether Facebook would endorse or oppose the specific mandatory annual risk assessment mechanism established by Article 26.",2,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,27,Mitigation of risks,0.87936,"Requires very large online platforms to implement proportionate mitigation measures for systemic risks, including adapting content moderation, recommender systems, cooperation with trusted flaggers, and codes of conduct.",ALIGNED,"Facebook's pre-proposal position explicitly advocates that measures such as maintaining effective notice-and-action systems, content moderation teams, cooperation with trusted flaggers, and risk assessment systems should apply only to larger online platforms rather than all platforms. Article 27 directly responds to this by targeting mitigation obligations — including cooperation with trusted flaggers and content moderation adjustments — specifically at very large online platforms, aligning with Facebook's stated preference for size-differentiated obligations.",4,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,28,Independent audit,0.855808,"Requires very large online platforms to undergo independent annual audits assessing compliance with Chapter III obligations and codes of conduct, with specific requirements for auditor independence, expertise, and reporting.",UNDETECTABLE,"Facebook's position text addresses which types of platforms should bear various obligations (all platforms vs. only larger ones), but does not specifically address independent audits as a mechanism. The org's position is focused on the scope of applicability of obligations rather than advocating for or against an independent audit requirement, making it genuinely unclear whether the provision satisfies, contradicts, or ignores Facebook's stance.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,29,Recommender systems,0.874229,"Requires very large online platforms to disclose main parameters of recommender systems in their terms and conditions, and to offer users at least one option not based on profiling to modify those parameters, with an accessible interface to select preferences.",UNDETECTABLE,"Facebook explicitly supports transparency about algorithmic recommendation factors, which aligns with the provision's disclosure requirement. However, Facebook also warns against overly prescriptive measures and a 'one size fits all' approach, which could be read as opposing the provision's specific mandates (e.g., the non-profiling option requirement and the accessible interface obligation) — making it genuinely unclear whether the provision satisfies or contradicts Facebook's overall position.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,31,Data access and scrutiny,0.871206,"Establishes a data access and scrutiny regime requiring very large online platforms to provide data to regulators and vetted academic researchers for compliance monitoring and systemic risk research, with specific conditions and safeguards.",NOISE,"Facebook's position focuses specifically on the governance structure of regulation — advocating for a single regulator as the point of contact and harmonised rules across Member States to avoid market fragmentation. This is a distinct subject from Article 31's data access and scrutiny mechanism for researchers and regulators. Facebook's text contains no substantive advocacy position on data access obligations, researcher vetting, or the scrutiny framework established by this provision.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,32,Compliance officers,0.858983,"Requires very large online platforms to appoint one or more compliance officers with specific qualifications, tasks, and reporting lines to monitor compliance with the DSA regulation.",UNDETECTABLE,"Facebook's position supports monitoring powers for public authorities and acknowledges that regulatory frameworks may require compliance-related obligations, but does not specifically address internal compliance officer requirements. The provision creates an internal compliance function within platforms, which is neither clearly advocated for nor explicitly opposed in Facebook's text — the connection exists (regulatory oversight of VLOPs) but the direction relative to this specific mechanism is genuinely ambiguous.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,35,Codes of conduct,0.874563,"Article 35 establishes a framework for voluntary codes of conduct at Union level, including crisis-specific codes involving very large online platforms and other stakeholders to address systemic risks, with reporting and monitoring requirements.",ALIGNED,"Facebook explicitly supports establishing cooperation mechanisms between digital services and authorities during crises, including dedicated protocols and channels for addressing systemic threats — which aligns with Article 35's provision for crisis-triggered codes of conduct involving platforms, civil society, and authorities to address systemic risks. The org's advocacy for structured, multi-stakeholder crisis cooperation mechanisms is directly reflected in the provision's framework for drawing up codes of conduct in response to systemic risks.",4,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,37,Crisis protocols,0.869851,"Establishes a voluntary crisis protocol mechanism where the Commission facilitates very large online platforms and authorities to draw up, test, and apply protocols for addressing extraordinary circumstances affecting public security or public health, with specific safeguards for fundamental rights.",ALIGNED,"Facebook explicitly supported the creation of an EU Crisis Protocol involving both industry and Member States to address online dimensions of crises, which is precisely what Article 37 establishes. The provision directly delivers what Facebook advocated for — a formal, structured cooperation mechanism between platforms and authorities for crisis situations, including safeguards and clear procedures.",5,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,38,Competent authorities and Digital Services Coordinators,0.875327,"Establishes the requirement for Member States to designate one or more competent authorities and a Digital Services Coordinator responsible for applying and enforcing the DSA, with clearly defined roles and coordination obligations at national and EU level.",ALIGNED,"Facebook explicitly advocates that ""the role of the national authority and any coordinating body is clearly defined"" and stresses the need for coherence and consistency across Member States in supervision of digital services. The provision directly responds to this by requiring Member States to designate a Digital Services Coordinator with clearly defined tasks, mandating close cooperation between authorities, and requiring communication of roles to the Commission and Board — all concrete steps toward the coherent, clearly-defined governance structure Facebook called for.",4,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,39,Requirements for Digital Services Coordinators,0.867932,"Establishes independence, impartiality, transparency, and resource requirements for Digital Services Coordinators at the national level.",UNDETECTABLE,"Facebook advocates for a single harmonised regulator and coordinated rules across Member States to avoid regulatory divergence, which is related to the governance structure of Digital Services Coordinators. However, Article 39 focuses specifically on the independence and resourcing requirements of national DSCs, not on harmonisation or a single-regulator model — so while there is a real connection to the broader regulatory architecture, it is genuinely unclear whether this provision satisfies, contradicts, or simply ignores Facebook's specific ask for centralised/harmonised oversight.",2,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,4,‘Caching,0.856401,"Establishes a liability exemption for caching services conditioned on, among other things, the provider acting expeditiously to remove or disable access to stored information upon obtaining actual knowledge of its removal or disablement at the source.",ALIGNED,"Facebook explicitly advocates for a single ""actual knowledge"" standard to apply consistently to both caching and hosting services, noting that caching services are already subject to a clear actual knowledge standard. The provision retains exactly this actual knowledge standard for caching (Article 4(1)(e)), which aligns with Facebook's position that this standard is essential and should be preserved and clarified across service types.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,42,Penalties,0.852883,"Establishes that Member States must set penalties for infringements of the Regulation, with maximum caps of 6% of annual turnover for general non-compliance and 1% for information-related failures, and 5% of average daily turnover for periodic penalty payments.",OPPOSING,"Facebook explicitly argues that sanctions should only apply in cases of systemic failure, that regulators should not have exclusive fining power, and that guidance/remediation should be available as alternatives or first steps before fines. The provision, however, establishes a broad penalty regime applicable to any infringement of the Regulation — not limited to systemic failures — and sets fixed maximum fine caps without requiring remediation-first approaches or best-practice incentives, directly contradicting Facebook's stated position.",4,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,44,Activity reports,0.863065,"Requires Digital Services Coordinators to produce annual activity reports covering orders against illegal content and their effects, and mandates a single consolidated report where multiple competent authorities exist in a Member State.",UNDETECTABLE,"Facebook's position advocates for coherent, consistent supervision across Member States and clear delineation of roles among national authorities — concerns that are genuinely related to the governance structure this provision addresses. However, Facebook's text does not specifically address annual reporting requirements or take a directional stance on whether such reports should exist, what they should contain, or how they should be structured, making it impossible to determine whether this provision satisfies, contradicts, or ignores Facebook's advocacy.",4,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,45,Cross-border cooperation among Digital Services Coordinators,0.877765,"Establishes a cross-border cooperation mechanism among Digital Services Coordinators, including procedures for requesting investigations, sharing information, and escalating matters to the Commission when enforcement is inadequate.",ALIGNED,"Facebook explicitly advocates for a coherent legal framework across the EU and rates cooperation mechanisms among competent authorities as important (4 out of 5). The provision directly establishes a structured cross-border cooperation mechanism among Digital Services Coordinators, which responds to Facebook's advocacy for harmonised governance and inter-authority cooperation in supervising online platforms.",3,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,46,Joint investigations and requests for Commission intervention,0.8613,Establishes a mechanism for Digital Services Coordinators to conduct joint investigations across Member States and request Commission intervention for very large online platforms suspected of infringing the Regulation.,NOISE,"Facebook's position text discusses cross-border coordination under the AVMSD (Audiovisual Media Services Directive), jurisdiction for video-sharing platform services, and consistency in implementation — not the DSA's joint investigation and Commission intervention mechanism. The text contains no specific advocacy stance on joint investigations or Commission enforcement requests as established in Article 46; the subjects are effectively unrelated.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,47,European Board for Digital Services,0.857599,Establishes the European Board for Digital Services as an independent advisory group of Digital Services Coordinators to ensure consistent application of the regulation and assist in supervising very large online platforms.,NOISE,"Facebook's position focuses on voluntary cooperation forums, intergovernmental cooperation with non-EU bodies, and law enforcement collaboration to address illegal content — not on the creation or structure of a regulatory advisory board for Digital Services Coordinators. The org text does not express any specific stance on the establishment or design of such a board, making the connection to this provision substantively absent.",1,False
Facebook,28666427835-74,hys_feedback,6,1,5,article,48,Structure of the Board,0.871163,"Establishes the structure, composition, voting rules, and operational procedures of the Digital Services Coordinators Board, chaired by the Commission with one vote per Member State.",ALIGNED,"Facebook explicitly advocates for a governance structure where the roles of national authorities and any coordinating body are clearly defined, and where implementation remains consistent across Member States. The provision directly establishes such a structure — the Board composed of Digital Services Coordinators with defined roles, voting rules, and Commission chairmanship — taking concrete action in the direction of coherent, cross-border supervisory coordination that Facebook called for.",4,False
