amendment_number,document_id,target_element,authors,diff_type,diff_summary,justification,themes_ai,themes_regex
319,ITRE-AM-746920,Article 11 – paragraph 2 b (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,"NEW: (iv) where applicable, the cross-border impact of the incident; In the event of an ongoing incident at the time of the submission of the final report referred to in point (d) of the first subparagraph, Member States shall ensure that entities concerned provide a progress report at that time and a final report within one month of their handling of the incident.",Alignment with NIS2 Directive.,vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,interface_with_sectoral_legislation
320,ITRE-AM-746920,Article 11 – paragraph 2 b (new),Evžen Tošenovský,insertion,"NEW: (e) in the event of an ongoing incident at the time of the submission of the final report referred to in point (d), Member States shall ensure that entities concerned provide a progress report at that time and a final report within one month of their handling of the incident.",,vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,
321,ITRE-AM-746920,Article 11 – paragraph 2 c (new),Evžen Tošenovský,insertion,"NEW: 2c.CSIRT shall, without undue delay, unless for justified cybersecurity risk-related grounds, inform the market surveillance authority about the notified incidents and in the case of a cross-border significant incident forward the notifications to the single point of contact designated in accordance with Article 8(3) of Directive (EU) 2022/2555.",,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement,market_surveillance_and_enforcement
322,ITRE-AM-746920,Article 11 – paragraph 3,Evžen Tošenovský,modification,CHANGED: '3.ENISAshall' -> '3.CSIRTshall' | CHANGED: 'Article [Article' -> 'Article16[Article' | CHANGED: 'Directive [Directive' -> 'Directive(EU) 2022/2555[Directive',,vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,interface_with_sectoral_legislation
323,ITRE-AM-746920,Article 11 – paragraph 3 a (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,NEW: 3a.ENISA shall publish and maintain a known exploited vulnerability catalogue that shall be included in the European vulnerability database established under Directive 2022/2555 (NIS2). The catalogue shall assist manufacturers in detecting known exploitable vulnerabilities and notify vulnerabilities found in their products.,,vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation
324,ITRE-AM-746920,Article 11 – paragraph 4,Evžen Tošenovský,modification,"CHANGED: '4. The' -> '4.Where appropriate,the' | ADDED: 'thesignificantincidenthaving major impact on' | CHANGED: 'incident and,' -> 'security of the product concerned,and,' | CHANGED: 'the incident.' -> 'thesignificantincident.'",,vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage
325,ITRE-AM-746920,Article 11 – paragraph 4,Bart Groothuis,modification,"CHANGED: 'the users' -> 'theimpactedusers' | CHANGED: 'incident and,' -> 'incidenthaving significant impactand,' | CHANGED: 'necessary,' -> 'necessarymay inform all users of the product with digital elements,'",To align with NIS2 (significant impact) and not to lose the benefit of a notification but keep those obligations manageable and relevant.,vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,scope_and_product_coverage; vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation
326,ITRE-AM-746920,Article 11 – paragraph 4,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,CHANGED: 'the incident' -> 'thesignificantincident' | CHANGED: 'the incident.' -> 'thesignificantincident.',"Alignment with NIS2 Directive, following the approach of the preceding amended paragraphs of this Article.",vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,scope_and_product_coverage; interface_with_sectoral_legislation
327,ITRE-AM-746920,Article 11 – paragraph 4,Ignazio Corrao,modification,CHANGED: 'about corrective' -> 'aboutrisk mitigation and anycorrective',,vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage
328,ITRE-AM-746920,Article 11 – paragraph 4 a (new),Evžen Tošenovský,insertion,"NEW: 4a.The CSIRT shall provide, without undue delay and where possible within 24 of receiving the early warning referred to in paragraph 4, point (a), a response to the notifying entity, including initial feedback on the significant incident and, upon request of the entity may provide guidance or operational advice on the implementation of possible mitigation measures. The CSIRT may provide additional",,vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; conformity_assessment_and_third_party_verification; market_surveillance_and_enforcement
329,ITRE-AM-746920,Article 11 – paragraph 4 b (new),Evžen Tošenovský,insertion,"NEW: 4b.As appropriate, the CSIRT shall inform market surveillance authority concerned and forward to it, on request, relevant information, on the incident handling, particularly as regards the final report referred to in paragraph 2b(e) of this Article.",,vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement,market_surveillance_and_enforcement
330,ITRE-AM-746920,Article 11 – paragraph 4 c (new),Evžen Tošenovský,insertion,"NEW: 4c.Where appropriate, and in particular where the significant incident concerns two or more Member States, the CSIRT, the competent authority or the single point of contact shall inform, without undue delay, the other affected Member States and ENISA of the significant incident. Such information shall include the type of information received in accordance with paragraph 2b. In so doing, the CSIRT ",,vulnerability_disclosure_and_incident_reporting,vulnerability_disclosure_and_incident_reporting
331,ITRE-AM-746920,Article 11 – paragraph 4 d (new),Evžen Tošenovský,insertion,"NEW: 4d.Where public awareness is necessary to prevent a significant incident or to deal with an ongoing significant incident, or where disclosure of the significant incident is otherwise in the public interest, a Member State’s CSIRT or, where applicable, its competent authority, and, where appropriate, the CSIRTs or the competent authorities of other Member States concerned, may, after consulting the",,vulnerability_disclosure_and_incident_reporting,
332,ITRE-AM-746920,Article 11 – paragraph 4 e (new),Evžen Tošenovský,insertion,"NEW: 4e.At the request of the CSIRT or the competent authority, the single point of contact shall forward notifications received pursuant to paragraph 1 to the single points of contact of other affected Member States.",,vulnerability_disclosure_and_incident_reporting,
333,ITRE-AM-746920,Article 11 – paragraph 5,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'Commissionmay, by means of implementingacts,specifyfurther the' -> 'Commissionis empowered to adopt delegatedacts,in accordance with Article 50, tofurtherspecifythe' | CHANGED: 'Thoseimplementingacts' -> 'Thosedelegatedacts' | CHANGED: 'adoptedin accordance with the examination procedure referred to in Article 51(2).' -> 'adoptedwithin 9 months of entry into force of this Regulation.'",,vulnerability_disclosure_and_incident_reporting,
334,ITRE-AM-746920,Article 11 – paragraph 5 a (new),Evžen Tošenovský,insertion,"NEW: 5a.The Commission may adopt, after consulting stakeholders and CSIRTs Network, by means of implementing acts, further specifying further the type of information, format and the procedure of the a notifications and submitted pursuant to paragraphs 1 and 2 of this Article and of a information submitted pursuant to paragraph 4 of this Article and common notification templates for the single reporting",,vulnerability_disclosure_and_incident_reporting,vulnerability_disclosure_and_incident_reporting
335,ITRE-AM-746920,Article 11 – paragraph 7,Ignazio Corrao,modification,"CHANGED: 'vulnerability to' -> 'vulnerabilityand the corrective or mitigating measure taken,to' | CHANGED: 'component.' -> 'component.Such corrective or mitigating measures shall be accompanied by the relevant code and appropriate licenses that'",,vulnerability_disclosure_and_incident_reporting; supply_chain_security_obligations,scope_and_product_coverage; essential_cybersecurity_requirements; open_source_software_treatment
336,ITRE-AM-746920,Article 11 – paragraph 7,Marc Botenga,modification,ADDED: 'component.Software modifications in a component developed by manufacturers in order to address reported vulnerabilities ',,vulnerability_disclosure_and_incident_reporting; supply_chain_security_obligations,scope_and_product_coverage; essential_cybersecurity_requirements; open_source_software_treatment
337,ITRE-AM-746920,Article 11 – paragraph 7 a (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Angelika Niebler,insertion,"NEW: 7a.ENISA shall establish a digital reporting mechanism, after having consulted relevant stakeholder groups, so that manufacturers are able to fulfil their reporting obligations via an Online Application.",,vulnerability_disclosure_and_incident_reporting,vulnerability_disclosure_and_incident_reporting
338,ITRE-AM-746920,Article 11 a (new),Ignazio Corrao,insertion,"NEW: 2. In addition to the obligations provided under Directive 2000/31/EC, manufacturers shall make public the information necessary for the end users in order to easily identify and communicate with their single points of contact. That information shall be easily accessible and shall be kept up to date.",,vulnerability_disclosure_and_incident_reporting,
339,ITRE-AM-746920,Article 11 a (new),Evžen Tošenovský,insertion,"NEW: For the purpose of simplifying reporting and of implementing the automatic and direct reporting and forwarding mechanism under Articles 10a and 11 this Regulation, Directive (EU) 2022/2555, and possibly under other relevant EU legislation, such as Regulation (EU) 2016/679, Member States shall establish and use a single entry point.",,vulnerability_disclosure_and_incident_reporting; interface_with_sectoral_legislation,
340,ITRE-AM-746920,Article 12 – paragraph 1,Evžen Tošenovský,modification,CHANGED: 'representative by' -> 'representative(s) for all Member States markets or for specific Member Statesby',,,
341,ITRE-AM-746920,Article 13 – paragraph 2 – point c a (new),Bart Groothuis,insertion,NEW: (ca)Non-technical risk factors of the manufacturer are taken into consideration for critical products described in Class II of Annex III intended for the use by essential entities of the type referred to in [Annex I to the Directive XXX/XXXX (NIS2)];,"The CRA has a missed opportunity to not address the issue of risky vendors, especially in the context of critical infrastructure. While there have been positive developments towards non-binding toolbo",conformity_assessment_and_third_party_verification; supply_chain_security_obligations; interface_with_sectoral_legislation,conformity_assessment_and_third_party_verification; supply_chain_security_obligations; interface_with_sectoral_legislation
342,ITRE-AM-746920,Article 13 – paragraph 2 – point c a (new),Ignazio Corrao,insertion,NEW: (ca)all the documents proving the fulfilment of the requirements set in this article have been received from the manufacturer and are available for inspection.,,conformity_assessment_and_third_party_verification,
343,ITRE-AM-746920,Article 13 – paragraph 3,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,CHANGED: 'asignificantcybersecurity' -> 'a cybersecurity',"The Commission proposal presupposes that importers should have in-depth knowledge of the significance of cybersecurity risks, which is challenging for small and medium-scale enterprises in particular.",essential_cybersecurity_requirements; sme_and_proportionality,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement; sme_and_proportionality
344,ITRE-AM-746920,Article 13 – paragraph 6 – subparagraph 1,Ignazio Corrao,modification,"CHANGED: 'appropriate.' -> 'appropriate.Based on a risk assessment, distributors and end users shall be timely informed of the lack of compliance an'",,market_surveillance_and_enforcement,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement
345,ITRE-AM-746920,Article 13 – paragraph 6 – subparagraph 1,Bart Groothuis,modification,CHANGED: 'I shall' -> 'Ior non-technical risk factorsshall',"The CRA has a missed opportunity to not address the issue of risky vendors, especially in the context of critical infrastructure. While there have been positive developments towards non-binding toolbo",market_surveillance_and_enforcement; supply_chain_security_obligations,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement; supply_chain_security_obligations
346,ITRE-AM-746920,Article 13 – paragraph 6 – subparagraph 1,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,CHANGED: 'immediately take' -> 'immediatelyrequire the manufacturer totake',"As importers are often small and medium-sized enterprises, compared to larger manufacturers, it may be overly burdensome for importers to ensure that corrective measures are taken. Manufacturers, that",market_surveillance_and_enforcement; sme_and_proportionality,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement; sme_and_proportionality
347,ITRE-AM-746920,Article 13 – paragraph 6 – subparagraph 2,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,"CHANGED: 'vulnerability.Furthermore, where the product with digital elements presents a significant cybersecurity risk, importers ' -> 'vulnerability.'","As importers are often small and medium-sized enterprises, compared to larger manufacturers, it may be overly burdensome for importers to ensure that corrective measures are taken. Manufacturers, that",market_surveillance_and_enforcement; sme_and_proportionality,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement; sme_and_proportionality
348,ITRE-AM-746920,Article 13 – paragraph 6 – subparagraph 2 a (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,"NEW: Upon receiving information from the manufacturer that the product with digital elements presents a significant cybersecurity risk, giving details, in particular, of the non-conformity and of any corrective measures taken, importers shall immediately forward this information to the market surveillance authorities of the Member States in which they made the product with digital elements available on","As importers are often small and medium-sized enterprises, compared to larger manufacturers, it may be overly burdensome for importers to ensure that corrective measures are taken. Manufacturers, that",market_surveillance_and_enforcement; vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; market_surveillance_and_enforcement; sme_and_proportionality
349,ITRE-AM-746920,Article 14 – paragraph 2 – point b a (new),Bart Groothuis,insertion,NEW: (ba)Non-technical risk factors of the manufacturer are taken into consideration for critical products described in Class II of Annex III intended for the use by essential entities of the type referred to in [Annex I to the Directive XXX/XXXX (NIS2)];,"The CRA has a missed opportunity to not address the issue of risky vendors, especially in the context of critical infrastructure. While there have been positive developments towards non-binding toolbo",supply_chain_security_obligations; interface_with_sectoral_legislation,conformity_assessment_and_third_party_verification; supply_chain_security_obligations; interface_with_sectoral_legislation
350,ITRE-AM-746920,Article 14 – paragraph 2 – point b a (new),Ignazio Corrao,insertion,NEW: (ba)they have received from the importer all the information and documentation required by this regulation.,,supply_chain_security_obligations,
351,ITRE-AM-746920,Article 14 – paragraph 3,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,CHANGED: 'asignificantcybersecurity' -> 'a cybersecurity',"The Commission proposal presupposes that distributors should have in-depth knowledge of the significance of cybersecurity risks, which is challenging for small and medium-scale enterprises in particul",sme_and_proportionality; market_surveillance_and_enforcement,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement; sme_and_proportionality
352,ITRE-AM-746920,Article 14 – paragraph 4 – subparagraph 1,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,CHANGED: 'shallmake sure that thecorrective' -> 'shallrequire the manufacturer to takecorrective',"As distributors are often small and medium-sized enterprises compared larger to manufacturers, it may be overly burdensome for importers to ensure that corrective measures are taken. Manufacturers, th",sme_and_proportionality; market_surveillance_and_enforcement,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement; sme_and_proportionality
353,ITRE-AM-746920,Article 14 – paragraph 4 – subparagraph 2,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,"CHANGED: 'vulnerability.Furthermore, where the product with digital elements presents a significant cybersecurity risk, distributo' -> 'vulnerability.'","As distributors are often small and medium-sized enterprises compared larger to manufacturers, it may be overly burdensome for importers to ensure that corrective measures are taken. Manufacturers, th",sme_and_proportionality; vulnerability_disclosure_and_incident_reporting; market_surveillance_and_enforcement,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement; sme_and_proportionality
354,ITRE-AM-746920,Article 14 – paragraph 4 – subparagraph 2,Bart Groothuis,modification,"CHANGED: 'risk,' -> 'riskincluding on the basis of non-technical risk factors,'","The CRA has a missed opportunity to not address the issue of risky vendors, especially in the context of critical infrastructure. While there have been positive developments towards non-binding toolbo",supply_chain_security_obligations; vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; essential_cybersecurity_requirements; market_surveillance_and_enforcement; supply_chain_security_obligations
355,ITRE-AM-746920,Article 14 – paragraph 4 – subparagraph 2 a (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,"NEW: Upon receiving information from the manufacturer that the product with digital elements presents a significant cybersecurity risk, giving details, in particular, of the non-conformity and of any corrective measures taken, distributors shall immediately forward this information to the market surveillance authorities of the Member States in which they made the product with digital elements available","As distributors are often small and medium-sized enterprises compared larger to manufacturers, it may be overly burdensome for importers to ensure that corrective measures are taken. Manufacturers, th",market_surveillance_and_enforcement; vulnerability_disclosure_and_incident_reporting,scope_and_product_coverage; market_surveillance_and_enforcement; sme_and_proportionality
356,ITRE-AM-746920,Article 16 – paragraph 1,Ignazio Corrao,modification,"CHANGED: 'elements shall' -> 'elementsand makes the product available on the market,shall'",,scope_and_product_coverage,scope_and_product_coverage
357,ITRE-AM-746920,Article 16 – paragraph 1,Marc Botenga,modification,"CHANGED: 'elements shall' -> 'elementsand commercially supplies it in the market,shall'",,scope_and_product_coverage; open_source_software_treatment,scope_and_product_coverage
358,ITRE-AM-746920,Article 16 – paragraph 1,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,modification,"CHANGED: 'elements shall' -> 'elements, with the intention of making a profit,shall'",,scope_and_product_coverage; open_source_software_treatment,scope_and_product_coverage
359,ITRE-AM-746920,Article 16 – paragraph 1,Nicola Danti,modification,CHANGED: 'elements shall' -> 'elementsand makes it available on the marketshall',"Clarification to explicitly state that this article only applies when a product is substantially modified and then made available on the market, e.g. contributions from individuals to open source proj",scope_and_product_coverage; open_source_software_treatment,scope_and_product_coverage; open_source_software_treatment
360,ITRE-AM-746920,Article 16 – paragraph 1,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Carlos Zorrinho,modification,"CHANGED: 'elements shall' -> 'elements, making it available on the market,shall'",,scope_and_product_coverage; open_source_software_treatment,scope_and_product_coverage
361,ITRE-AM-746920,Article 17 – paragraph 1 – introductory part,Ignazio Corrao,modification,"CHANGED: 'requestand where the information is available,' -> 'request,'",,market_surveillance_and_enforcement,market_surveillance_and_enforcement
362,ITRE-AM-746920,Article 17 a (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,"NEW: 8. Providers of online marketplaces shall cooperate with the market surveillance authorities, with traders and with relevant economic operators to facilitate any action taken to eliminate or, if that is not possible, to mitigate the risks presented by a product that is or was offered online through their services.",The proposed regulation does not address electronic commerce between the EU and third countries. In situations where the consumer or other end-user purchases a product with a digital element from a se,market_surveillance_and_enforcement,market_surveillance_and_enforcement
363,ITRE-AM-746920,Article 18 – paragraph 1,Evžen Tošenovský,insertion,"NEW: The Commission shall in accordance with Article 10(1) of Regulation (EU) 1025/2012 request one or more European standardisation organisations to draft harmonised standards for the essential requirements set out in Annex I. When preparing the Standardisation Request for this Regulation, the Commission shall aim for maximum harmonisation with existing or imminent international standards for cybersec",,standardisation_and_harmonised_standards,essential_cybersecurity_requirements; standardisation_and_harmonised_standards
364,ITRE-AM-746920,Article 18 – paragraph 1 a (new),Evžen Tošenovský,insertion,"NEW: 1a.Products with digital elements and processes put in place by the manufacturer which are in conformity with international standards or parts thereof shall be presumed to be in conformity with the essential requirements covered by those standards or parts thereof, set out in Annex I, where harmonised standards referred to in paragraph 1 of this Article do not exist or where there are undue delays",,standardisation_and_harmonised_standards; essential_cybersecurity_requirements,scope_and_product_coverage; essential_cybersecurity_requirements; standardisation_and_harmonised_standards
365,ITRE-AM-746920,Article 18 – paragraph 2,Evžen Tošenovský; Adam Bielan,deletion,"DELETED: 2.Products with digital elements and processes put in place by the manufacturer, which are in conformity with the common specifications referred to in Article 19 shall be presumed to be in conformity with the essential requirements set out in Annex I, to the extent those common specifications cover those requirements.",,standardisation_and_harmonised_standards; essential_cybersecurity_requirements,scope_and_product_coverage; essential_cybersecurity_requirements; standardisation_and_harmonised_standards
366,ITRE-AM-746920,Article 18 – paragraph 4,Christophe Grudler; Valérie Hayer,modification,"CHANGED: '2019/881that canbe' -> '2019/881tobe' | CHANGED: 'conformity' -> 'conformityof critical products' | ADDED: 'digital elementswith' | CHANGED: 'Furthermore,where applicable, the Commission shall specify ifa' -> 'Furthermore,the issuance ofa' | CHANGED: 'schemes eliminates' -> 'schemes, at substantial or high level,eliminates'","The CRA should be better linked to the Cyber Security Act (CSA) in order to avoid overlaps between the two texts. As the CSA lays down a more rigorous cybersecurity assessment framework, it should add",conformity_assessment_and_third_party_verification; standardisation_and_harmonised_standards,essential_cybersecurity_requirements; conformity_assessment_and_third_party_verification
367,ITRE-AM-746920,Article 19,Evžen Tošenovský; Adam Bielan,deletion,"DELETED: Where harmonised standards referred to in Article 18 do not exist or where the Commission considers that the relevant harmonised standards are insufficient to satisfy the requirements of this Regulation or to comply with the standardisation request of the Commission, or where there are undue delays in the standardisation procedure or where the request for harmonised standards by the Commission has",,standardisation_and_harmonised_standards,essential_cybersecurity_requirements; standardisation_and_harmonised_standards
368,ITRE-AM-746920,Article 19 – paragraph 1,Bart Groothuis,deletion,"DELETED: Where harmonised standards referred to in Article 18 do not exist or where the Commission considers that the relevant harmonised standards are insufficient to satisfy the requirements of this Regulation or to comply with the standardisation request of the Commission, or where there are undue delays in the standardisation procedure or where the request for harmonised standards by the Commission has",Deletion because the process proposed circumvents existing best practices around standardization and could enable the Commission to unilaterally impose a standard on industry bypassing all existing be,standardisation_and_harmonised_standards,essential_cybersecurity_requirements; standardisation_and_harmonised_standards
369,ITRE-AM-746920,Article 19 – paragraph 1,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,modification,"CHANGED: 'organisations, the' -> 'organisations,as a last resortthe' | CHANGED: 'acts,toadopt' -> 'acts, adopt'",,standardisation_and_harmonised_standards,essential_cybersecurity_requirements; standardisation_and_harmonised_standards
370,ITRE-AM-746920,Article 19 – paragraph 1,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'ofimplementing' -> 'ofdelegated' | ADDED: 'in accordance with Article 50,' | CHANGED: 'I. Those implementing acts shall be adopted in accordance with' -> 'Ifor products within' | CHANGED: 'examination procedure referred to in Article 51(2).' -> 'scope of this Regulation.'",,standardisation_and_harmonised_standards,scope_and_product_coverage; essential_cybersecurity_requirements; standardisation_and_harmonised_standards
371,ITRE-AM-746920,Article 23 – paragraph 2,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Carlos Zorrinho,modification,"CHANGED: 'lifetimeor during a period of five years after the placing on the market of a product with digital elements, whichever i' -> 'lifetime.'",,support_period_and_lifecycle_obligations,scope_and_product_coverage; support_period_and_lifecycle_obligations
372,ITRE-AM-746920,Article 23 – paragraph 2,Ignazio Corrao,modification,CHANGED: 'isshorter.' -> 'islonger.',,support_period_and_lifecycle_obligations,scope_and_product_coverage; support_period_and_lifecycle_obligations
373,ITRE-AM-746920,Article 23 – paragraph 5,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,"CHANGED: 'Regulation.' -> 'Regulation.When adopting delegated acts, the Commission shall take into account and make sure the administrative burden '",,conformity_assessment_and_third_party_verification,sme_and_proportionality
374,ITRE-AM-746920,Article 23 – paragraph 5,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'developments, as' -> 'developments,of the dimension of economic operators with particular regard to micro, small and medium sized enterprises,'",,conformity_assessment_and_third_party_verification; sme_and_proportionality,sme_and_proportionality
375,ITRE-AM-746920,Article 24 – paragraph 1 – point c a (new),Ignazio Corrao,insertion,NEW: (ca)a European cybersecurity certification scheme adopted as per Regulation (EU) 2019/881 in accordance with paragraph 4 of Article 18.,,conformity_assessment_and_third_party_verification; standardisation_and_harmonised_standards,
376,ITRE-AM-746920,Article 24 – paragraph 2 – introductory part,Evžen Tošenovský,modification,CHANGED: 'schemes do' -> 'schemesor international standardsdo',,conformity_assessment_and_third_party_verification,scope_and_product_coverage; essential_cybersecurity_requirements; conformity_assessment_and_third_party_verification; standardisation_and_harmonised_standards
377,ITRE-AM-746920,Article 24 – paragraph 2 – point b a (new),Ignazio Corrao,insertion,"NEW: (ba)where applicable, a European cybersecurity certification scheme at assurance level ‘substantial’ or ‘high’ pursuant to Regulation (EU) 2019/881.",,conformity_assessment_and_third_party_verification,
378,ITRE-AM-746920,Article 24 – paragraph 3 – introductory part,Marc Botenga,modification,"ADDED: 'byacquiring a cybersecurity certificate issued' | CHANGED: 'using' -> 'a European authority, under the European cybersecurity certification scheme and at assurance level ""high"" as listed in t'",,conformity_assessment_and_third_party_verification,scope_and_product_coverage; essential_cybersecurity_requirements; conformity_assessment_and_third_party_verification
379,ITRE-AM-746920,Article 24 – paragraph 3 – introductory part,Ignazio Corrao,modification,"CHANGED: 'I' -> 'Iobtaining a European cybersecurity certificate, under a European cybersecurity certification scheme at assurance level ' | ADDED: 'the manufacturer shall demonstrate those essential requirementsby'",,conformity_assessment_and_third_party_verification,scope_and_product_coverage; essential_cybersecurity_requirements; conformity_assessment_and_third_party_verification
380,ITRE-AM-746920,Article 24 – paragraph 3 – point b a (new),Marc Botenga,insertion,"NEW: (ba)ENISA shall prepare the missing candidate schemes in order to cover all products listed in Annex III, in accordance with Article 48 of the (EU) 2019/881 Regulation.",,conformity_assessment_and_third_party_verification; standardisation_and_harmonised_standards,vulnerability_disclosure_and_incident_reporting
381,ITRE-AM-746920,Article 24 – paragraph 3 a (new),Ignazio Corrao,insertion,"NEW: 3a.In accordance with Article 48 of Regulation (EU) 2019/881, the Commission shall request ENISA to prepare the missing candidate schemes with the view of fully covering all the products listed in Annex III.",,conformity_assessment_and_third_party_verification; standardisation_and_harmonised_standards,vulnerability_disclosure_and_incident_reporting
382,ITRE-AM-746920,Article 24 – paragraph 5,Ignazio Corrao,modification,"CHANGED: 'of small' -> 'ofmicro,small' | CHANGED: 'needs.' -> 'needs.The Commission shall take appropriate measures to ensure more accessible and affordable procedures, such as establ'",,conformity_assessment_and_third_party_verification; sme_and_proportionality,conformity_assessment_and_third_party_verification; sme_and_proportionality
383,ITRE-AM-746920,Article 24 – paragraph 5,Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,modification,"CHANGED: 'of small' -> 'ofmicro,small' | CHANGED: 'needs.' -> 'needs.The Commission shall ensure that appropriate financial support in the regulatory framework of existing Union progr'",,conformity_assessment_and_third_party_verification; sme_and_proportionality,conformity_assessment_and_third_party_verification; sme_and_proportionality
384,ITRE-AM-746920,Article 24 – paragraph 5,Evžen Tošenovský,modification,CHANGED: 'ofsmall and medium sized enterprises (SMEs)when' -> 'ofSMEswhen',,conformity_assessment_and_third_party_verification; sme_and_proportionality,conformity_assessment_and_third_party_verification; sme_and_proportionality
385,ITRE-AM-746920,Article 24 – paragraph 5,Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,modification,"CHANGED: 'of small' -> 'ofmicro,small' | CHANGED: 'enterprises(SMEs)when' -> 'enterprises when'",,conformity_assessment_and_third_party_verification; sme_and_proportionality,conformity_assessment_and_third_party_verification; sme_and_proportionality
386,ITRE-AM-746920,Article 25 – paragraph 1,Ignazio Corrao,modification,CHANGED: 'Regulation.' -> 'Regulation.Member States and the Commission shall put in place appropriate measures to ensure sufficient availability of',,conformity_assessment_and_third_party_verification,essential_cybersecurity_requirements; conformity_assessment_and_third_party_verification; vulnerability_disclosure_and_incident_reporting
387,ITRE-AM-746920,Article 28 – paragraph 1 a (new),Henna Virkkunen; Sara Skyttedal; Ivan Štefanec; Tomas Tobé; Adam Jarubas,insertion,"NEW: 1a.The Commission shall, within 24 months from the entry into force of this Regulation, ensure that there is a sufficient number of notified bodies in the Union to carry out a conformity assessment, in order to avoid bottlenecks and hindrances to market entry.",,conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification
388,ITRE-AM-746920,Article 29 – paragraph 7 – point c,Evžen Tošenovský,modification,"CHANGED: 'requirements,' -> 'requirementsset out in Annex I,'",,conformity_assessment_and_third_party_verification,essential_cybersecurity_requirements; standardisation_and_harmonised_standards
389,ITRE-AM-746920,Article 29 – paragraph 7 a (new),Beatrice Covassi; Robert Hajšel; Patrizia Toia; Lina Gálvez Muñoz; Carlos Zorrinho,insertion,"NEW: 7a.Member States shall put in place appropriate measures to ensure sufficient availability of skilled professionals, in order to minimise bottlenecks in the assessment activities and facilitate the compliance of economic operators to this Regulation.",,conformity_assessment_and_third_party_verification,essential_cybersecurity_requirements
