stub_id,stub_name,tr_id,tr_name,tr_acronym,confidence,reasoning,action
org_053b1f30ae6c4cb5,Central American Ambassadors,6872156102187-39,Association Ambassador,AA,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_eed80ddb325de6a4,Ambassador of Honduras,6872156102187-39,Association Ambassador,AA,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_eb3dc8bfcd344206,National and local ombudsmen,9828875103145-55,MISSION LOCALE PAYS BASQUE,MLPB,France,Associations and networks of public authorities,Does not represent commercial interests,pending_ai,,pending
org_58a836fc0b280723,Green Squad,9919283102325-89,green prod,,France,Associations and networks of public authorities,Does not represent commercial interests,pending_ai,,pending
org_8735ec7813865e41,Management of Poznań ZOO,575351797461-74,CESO CI Internacional SA,CESO,Portugal,Professional consultancies,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_762fa5ca1d04bb69,DemNet Alapítvány,681044352479-62,Mathias Corvinus Collegium Brussels AISBL,MCC Brussels,Belgium,Think tanks and research institutions,Does not represent commercial interests,pending_ai,,pending
org_52651587b1ffe5c6,Hengitysliitto ry,633937252431-87,Hengitysliitto ry - The Organisation for Respiratory Health in Finland,,Finland,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a7463538e525d728,Icehearts ry,551497840268-65,Moniheli ry,,Finland,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_5a3398ecff50fd9f,"Roland Jahn und Schiwederski - Campus der Demokratie, Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR, Kuratorium des Deutschen Instituts für Menschenrechte",524127838990-69,KNDS Deutschland GmbH & Co. KG,KNDS Deutschland,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_b28c693b8875470b,"Jona Toetzke, WASH Netzwerk",4109209100263-77,Whistleblower-Netzwerk,WBN,Germany,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_27d33f0f7699b6a6,Markus Ritter,4337866100490-93,Consulting Markus Schyboll,,Germany,Self-employed individuals,Advances interests of their clients,pending_ai,,pending
org_ca5a6512ed43ec10,Christian Koch - Bussola Institute,597696297084-70,Heckler & Koch,H&K,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_de36cb6c3d3f2a06,"Roy Isbister - Safe the World, zu Rüstungsexportpolitik",104500414872-61,SAFE,SAFE,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_68cbd8d89250b2a4,Ambassador of Qatar,6872156102187-39,Association Ambassador,AA,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_207170d7960e0d21,Camille Henry (OMCT),7770694102728-65,Camille Loth Consulting,,Belgium,Self-employed individuals,Advances interests of their clients,pending_ai,,pending
org_f8aca49c5cd4fb66,Ambassador of Bahrain - H.E.,6872156102187-39,Association Ambassador,AA,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_e855c1704cedf416,"Ambassador of Oman, HE",6872156102187-39,Association Ambassador,AA,Belgium,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_62d122f72550a407,Field Trip mit UNHCR zu IDP camp - Yanet Bahena,286776693705-86,Modulos AG,Modulos AG,Switzerland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9ab33de4d80d1952,Suzan Aref - Women Empowerment Organization,311194252688-22,Watch & Jewellery Initiative 2030,WJI 2030,Switzerland,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_521d2e250d15d77e,Meeting with Iraqi youth,099332335142-02,Wereld Esperanto-Jongeren Organisatie,TEJO,Netherlands,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_c3ed74efd020ed4b,Visit of Bersive Camp (Syrian Kurds),285631492191-80,Visit Skåne AB,ViSAB,Sweden,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_a33bef3bb1205a51,"EU Delegation - Vincent-Guillaume Poupeau, Head of EU Liaison Office Erbil",40386322300-77,eBay EU liaison office,eBay,Switzerland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_e7f07247b28543ec,Romeo Hakari - Chairperson Human Rights Committee,820012643285-60,Lawyers' Committee for Human Rights,YUCOM,,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_602bb2d091fff125,"Friederike Pommerehne, GIZ office World Trade Center",340043212022-64,Bureau International des Containers,BIC,France,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f32f6468d4ddd5ae,Visit of al-Waleed - border crossing point - Barzani Charity Foundation,328851850239-56,Ditchley Foundation,Ditchley,United Kingdom,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_4291dcd72323a2cb,Association of Poultry Processors and Poultry Trade (AVEC),519541518551-15,European Live Poultry and Hatching Egg Association,ELPHA vzw,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9dbcc5261680277a,Deutscher Verband für Landschaftspflege,429323214216-29,Deutscher Verband für Landschaftspflege (DVL) e.V.,DVL,Germany,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_37e5615ef5788fee,NABU Hessen,653560497043-20,Mission to Marsh gGmbH,MTM,Germany,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_028a6504e4e6d023,Deutscher Naturschutzring,424256523194-93,Campact,,Germany,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_154f316dd39ced5e,Make mothers matter,68995403035-84,Make Mothers Matter EU Delegation,MMM EU,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_81ba9fa69ee28501,Nyföretagarcentrum,098414391964-84,Unionen,,Sweden,Trade unions and professional associations,Does not represent commercial interests,pending_ai,,pending
org_24c665398ffcb618,Members of Eurotunnel,558292944369-93,Alliance internationale pour la protection du patrimoine,ALIPH,Switzerland,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_6d15490bf6104a68,HYBRIT (052949332611-47),725698193527-64,P-United,PU,Bulgaria,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_6047f8730c4bf7c9,Europa-Union e.V.,171298025234-65,EUTOP Europe GmbH,EUTOP,Germany,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_96295c9f356a804f,Göteborgs Hamn,062118097838-93,Sahlgrenska Science Park AB,,Sweden,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_c379ba152f513779,DG DEVCO,066549432608-52,julianprice.com Ltd,,United Kingdom,Self-employed individuals,Advances interests of their clients,pending_ai,,pending
org_5d1d7fc492a8b461,Konrad Adenauer Stiftung,510151427278-94,Konrad-Adenauer-Stiftung,KAS,Germany,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_0883d9d612639cc4,Dorfbewegung Brandenburg,4607046100928-67,Landesbauernverband Brandenburg e. V.,LBV Brandenburg,Germany,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ccf191b1c0d0bfee,Croatian filmmakers,530736245777-80,INDELOOP Ltd.,INDELOOP,Croatia,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_633be0dc4dd8e6e6,Ministry for Europe,970934394107-15,One Hour for Europe Italia,OHFE Italia,Italy,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_b4643a64a414758d,"SAA, FERA, FSE",276954893711-96,Société civile des auteurs multimédia,laScam,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9d761fd6ce33c656,Regional Offices Deutsche Bundesländer,339887295304-26,"Fédération Nationale des Hôteliers, Restaurateurs, Cafetiers du Grand-Duché de Luxembourg",Horesca,Luxembourg,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_bbf31064e75901b3,"EFAD + EFAD members BFI, CNC, FFA",99138006725-91,The European Federation of the Associations of Dietitians,EFAD,Netherlands,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_c04ffde732a860dc,EVA (European Visual Artists),418078348255-16,European Visual Artists,EVA,Belgium,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_280237df2184526c,AEGEE,037629197756-55,Mittetulundusühing Agora Election Observation,,Estonia,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_80e8612ee815f557,NGO Reprieve,394652424474-82,Reprieve,Reprieve,United Kingdom,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_33da68b087aebb9b,Hochschule Rhein-Waal,209129197584-21,Fachhochschule Potsdam,FHP,Germany,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_3a513a8b9bbb08c5,Panellist,218605096142-56,AGHS LEGAL AID CELL,AGHS,,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_3006d3fef8dd8123,FORUM Ländliche Entwicklung,124892397290-18,Bundesarbeitsgemeinschaft der LEADER Aktionsgruppen,BAG LAG,Germany,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_26a1b9bb18d4912d,4th Rural Parliament,804035413477-13,European LEADER Association for Rural Development,ELARD,Belgium,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_15e980e15e76d229,Students from Kazakhstan,821958697711-17,Hallgatói Önkormányzatok Országos Konferenciája,HÖOK,Hungary,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_fa745298224d7ac8,German Trade Union Confederation (DGB),778397734974-89,Gewerkschaft Erziehung und Wissenschaft,GEW,Germany,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_427be10c1441ba96,Niall Griffen,370877536078-58,International Press Institute,IPI,Austria,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_0c65d3a5db74f591,"Joachim Fischer, University of Limerick",193442792683-80,University of Limerick,UL,Ireland,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_e2a63f78bfe2a831,Bussola Institute (Bussola) 273957033476-02,836178992685-38,Ocean Visions,,United States,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_58e0c75af1962f1c,Conscious Cup Campaign,658190096388-93,Conscious Advertising Network,CAN,United Kingdom,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_c56dd33447866e02,Financial Justice Ireland,135572194283-84,Environmental Justice Network Ireland,EJNI,United Kingdom,Think tanks and research institutions,Does not represent commercial interests,pending_ai,,pending
org_978abfee060061fe,Peace Lines 772756114589-47,296023399906-25,AIDA Cruises,AIDA,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_8a0b1d778fd608dc,Europäische Kommission DG JUST,3209361971-85,ZDF Europabüro Brüssel,Europabüro Brüssel,Belgium,"Other organisations, public or mixed entities",Does not represent commercial interests,pending_ai,,pending
org_298bfa382eff0cbb,Twitter,394491614001-72,X International Unlimited Company,XIUC,Ireland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_819edaa3a587ba89,Finnish Presidency,201839244725-10,Suomen Osuuskauppojen Keskuskunta,SOK,Finland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f4243a68e43b548e,ANASF- Associazione Nazionale Promotori Finanziari,019623738105-69,ASSOCIAZIONE NAZIONALE CONSULENTI FINANZIARI,ANASF,Italy,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_2d2e111c3dc8924b,HAI (Health Action International),44361352681-84,Stichting Health Action International,HAI,Netherlands,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_5392cbe23438a559,Gabriel de Couessin,9605968102185-49,St Gabriel Consultancy Agency Oy,,Finland,Professional consultancies,Advances interests of their clients,pending_ai,,pending
org_36f7e027dbe00f11,Børnenes Dag,4817795559-48,Performing Arts Employers Associations League Europe,PEARLE*,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_3a7bfa54beeb3a20,CO-Industri,082538396636-18,Svensk Datacenter Industri,SweDCI,Sweden,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_82dd9f7ff9c6df91,Røde Kors,67224683333-27,Hyundai Motor Europe,HME,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a725a6e94bc68938,3F Transport,543419399036-65,Bolk Transport,,Netherlands,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_b5d8321e1f797a94,Adapei du Territoire de Belfort,252197741755-66,Cigref,,France,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ff89560c3fc4875a,CGT Santé Action Sociale,991151392172-48,Santé Mentale Exclusion Sociale Europa,SMES-Europa,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_0f89c5abc98b8181,European Prison Litigation Network,080017739032-61,Prison Insider,,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_56344b75ca4ce6de,Les Kellys,084357299221-08,Съюз на съдиите в България,BJA,Bulgaria,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_83582274bf65aba7,Forum für Zukunftsenergien e.V. / EFO Energie Forum GmbH,289476237584-12,Initiative Energien Speichern e.V.,INES,Germany,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_32423a29f07ffaa4,CMB & Belgian shipowners,085057391751-17,Royal Belgian Shipowners' Association,KBRV,Belgium,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f4520dddd88b668e,ASERCOM AISBL,22276738915-67,European Partnership for Energy and the Environment,EPEE,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_8756c99bb37b9db2,Jean Noel Tronc,966617049249-33,Institut Jean Monnet,IJM,France,Think tanks and research institutions,Does not represent commercial interests,pending_ai,,pending
org_2751b61e36379236,CEMBUREAU - The European Cement Association (CEMBUREAU),5036757100925-07,Aalborg Portland,,Denmark,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_8d5ba629cc1dfb99,Members EU Harmonization Committee and JPC,5967805101961-14,VYGE Consulting,VYGE,France,Self-employed individuals,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_50d42f81c9d595bb,Members European Solidarity Political Party Ukraine,4740695100553-18,David Tom Foss,,Germany,Self-employed individuals,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_be31e515134d38e7,"Members of EIBM, LIBE Committee, Frontex, MEP's",5967805101961-14,VYGE Consulting,VYGE,France,Self-employed individuals,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_917b14678a2e1b20,"Transatlantic Policy Network, US Embassy Brussels, MEP's",923710115785-95,Transatlantic Policy Network,TPN,United States,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_dcb78be16c9907c4,Studenten en docenten Journalistiek Artesis Plantijn Hogeschool Antwerpen,924473926079-08,Universiteit Antwerpen,UAntwerpen,Belgium,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_f565e39594d13d22,Business Europe and MEP's,780330912492-15,Business Platform Europe,BPE,Belgium,Self-employed individuals,Advances interests of their clients,pending_ai,,pending
org_e02722b399738345,"Studenten en docenten Artesis Plantijn Hogeschool Antwerpen, MEP's",924473926079-08,Universiteit Antwerpen,UAntwerpen,Belgium,Academic institutions,Does not represent commercial interests,pending_ai,,pending
org_e7e9ddcf796d360b,Turkish-Cypriotic Parliamentary Delegation,671638227051-81,Turkish Cypriot Chamber of Commerce,KTTO,Cyprus,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_eba75bde64239cf9,"VLEVA, MEP's",38367579546-45,Boerenbond vzw,BB,Belgium,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_aa7d93e16cd23a9d,Interel,33811981305-20,Ruralité-Environnement-Développement,RED,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_01304f57962bc988,QFP,586824898829-87,CONSORZIO AGRIBOLOGNA SCA,AGRIBOLOGNA,Italy,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_3713161199770d15,"KAS-members, ICMPD's experts, MEP's LIBE & EPP members",558292944369-93,Alliance internationale pour la protection du patrimoine,ALIPH,Switzerland,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_8e412f640a4c37fc,The Finnish Cosmetic and Detergent Association,779304352262-78,Polish Association of Cosmetic and Detergent Industry / Polskie Stowarzyszenie Przemysłu Kosmetycznego i Detergentowego,PACDI / PSPKD,Poland,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ad877412a0ba1aa6,Elintarviketeollisuusliitto,316074423618-06,Valio Oy,Valio Oy,Finland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_989a10a0ab688f72,Sulapac,675180599141-94,Sulapac Oy,,Finland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_6d9241c464b65a28,European Association of Public Banks,609721398748-10,MFB Hungarian Development Bank,MFB,Hungary,"Other organisations, public or mixed entities",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_861cf66982b3f436,Gasum,759978215122-11,Gasum Oy,,Finland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f45d56bebacf7692,Corteva,448233735022-37,Corteva Agriscience International SARL,,Switzerland,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_1e7e8656fe60e108,Regional Council of Southwest Finland,5945286100651-82,BLACKCAMEL ENERGY LTD,,,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_80e1fab45559bbb8,Suomen Kipu Ry,621859047558-33,Koneyrittäjät ry,Koneyrittäjät,Finland,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_abc80d5af8e51f1a,SPLIKA/Fundashon Akademia Papiamentu,398040198985-41,Akademia Ora SH.P.K.,,,Academic institutions,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9b241bf9d1905c42,Action Aid International,229544026204-09,AIDS Action Europe,AAE,Germany,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_431101c903c0f0d5,Prospex EU,527975495061-40,HY-EU,HY-EU,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_bcdb23a1fee7aed1,"Monsieur l’Ambassadeur du Royaume du Maroc auprès de l’UE, S.E.M Ahmed Rahhou",064928934414-31,UNION NATIONALE DES PROFESSIONS LIBERALES,UNAPL,France,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f687a683f7cc6fc2,"Can Dundar, journaliste",485639699052-03,Together We Can,TWC,Cyprus,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_92ab83dee4ba28f3,EACCE,0126779102705-45,European Railway Clusters Initiative,ERCI,Belgium,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a655669adebd6d75,"Fei Shengchao, Mission of China to the EU",490366039271-16,China Chamber of Commerce to the EU,CCCEU,Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_59a2b6f50498eea3,Port de Dunkerque,477137391766-11,port de bruxelles,,Belgium,"Other organisations, public or mixed entities",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_3b5cf48176ef4522,Transport,543419399036-65,Bolk Transport,,Netherlands,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_e2f9ed1c0bf5d064,représentants société civile  comorienne,810218112458-75,Société Civile des Producteurs Phonographiques,SCPP,France,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_6b027af3f1b887ef,Habitat for Humanity Hungary,773425322899-55,Nadacia Habitat for Humanity International,NHFHI,Slovakia,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_ab159663aee9c111,"TOGO FOCUS , NGO",6437467102730-17,Tysilio Development,,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9632539ebaefb830,IRSAN : Institut de Recherche pour la valorisation des données de SANTE,028133898869-18,HOMERe France,HOMERe,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_38ed833459c69df0,SINABIO n 152098710956-97,737565997867-76,Impact Finance Belgium,IFB,Belgium,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_b73bbf644e858912,PSA Toyota Renault,946343776-69,RENAULT,,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_77e55fdb8bef9656,PMEs français « Dedienne Santé » et « Symbioken »,957818492214-23,Federation Nationale des Transports Routiers,FNTR,France,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_4db05213d3ebb3ae,Forum Terzo Settore,102909798292-03,Consorzio delle Ong Piemontesi ETS,COP ETS,Italy,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_4dfe02b6308f6bb7,OrIGn,807308029484-06,Magyar Növényvédelmi Szövetség/ Hungarian Crop Protection Association,NSZ/HuCPA,Hungary,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a9a95c338b156c72,Chambre d’agriculture de l’Eure,479031498894-09,Chambres d'agriculture France,CDA France,France,"Other organisations, public or mixed entities",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_048bd7e61e2f7d7a,Entrepreneurs du territoires,411152598140-09,HomeExchange.com,,United States,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_4d027292a66383d3,Region Auvergne-Rhône Alpes,252770698110-80,Minalogic Auvergne Rhône Alpes,Minalogic,France,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_05c20b96de7ea3a5,"Société des auteurs, compositeurs et éditeurs de musique (SACEM)",502016313109-36,Slovenský ochranný zväz autorský pre práva k hudobným dielam,SOZA,Slovakia,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_4c888ffc5ec84b63,Tim Houter,078655018381-34,TIM S.p.A.,TIM,Italy,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_9cbbbf6598e14bcf,Plateforme de la Petite Pêche Artisanale Française (TR 599720519054-91),276500025763-81,OP COOPERATIVE PECHEURS D'AQUITAINE,,France,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_60f49708f3450e2c,Abdel Ali El Badaoui,144182045435-92,ITA AIRWAYS,ITA,Italy,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_6270f63248af70e9,Véronique Pierron,68157134040-15,Défense des enfants - International Belgique,DEI-Belgique,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_a0cb573ff7352d8d,Centre européen pour les droits constitutionnels et humains,10135407003-43,Centre National de Coopération au Développement- 11 11 11,CNCD-11 11 11,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_3f3aa6264433975e,Représentation Permanente de la France à Bruxelles,7768968100882-32,Fédération Nationale des Offices publics de l'Habitat,FOPH,France,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_8b42284000f29cfb,Droit & Croissance,16780497098-91,DROIT AU DROIT,DAD,Belgium,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_c5e6ba0b26f685d7,Exxon mobile,94163271570-54,Mobile & Wireless Forum (Mobile Manufacturers Forum),MWF (MMF),Belgium,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_bd23068ca62ad36a,Ornua Co-operative Limited,234577416588-90,Fonterra Co-operative Group Limited,Fonterra,Netherlands,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_04046a667d4ff80e,Ausschuss der Regionen,369193049093-45,Genossenschaft Deutscher Brunnen eG,GDB,Germany,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_ebc13ade5c5e591e,Protect our Winters,771110337973-66,Protect Our Winters Europe,POW Europe,Austria,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_2b7557c50438662d,European Branded Clothing Alliance EBCA,496360494963-55,Levi Strauss & Co,LS&Co.,United States,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_77a5dce72e88641c,Österreichische Botschaft Brüssel,61973396926-78,EKD-Büro Brüssel / EKD-Office Brussels,EKD,Belgium,Organisations representing churches and religious communities,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_3a5c462148ffadd7,Council of Ministers (PCM) in Lebanon,281350099488-08,Maharat Foundation,Maharat,,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_28114056fb904d64,Department of Development Studies University of Vienna,478947949243-34,Foundation for United Nations SDG,FFUN SDG,Hungary,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_528b0cebd138a561,Association Espoir,383915998128-20,TYPO3 Association,T3A,Switzerland,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_12369f2da1339919,Ambassade d'Inde auprès de la France,978683519418-08,Fédération Internationale des Jardins Familiaux,FIJF,Luxembourg,"Non-governmental organisations, platforms and networks and similar",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_d3097a8f05a4cb14,Forum alternatif Maroc,125312451113-68,ROYAL AIR MAROC,AT,,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_963dc48ac4f133fc,Plateforme des ONGs françaises pour la Palestine,119841549076-58,Ensemble contre la peine de mort,ECPM,France,"Non-governmental organisations, platforms and networks and similar",Does not represent commercial interests,pending_ai,,pending
org_8c09c159c791cf2b,"Collectif ""Plus sans ascenseur""",787198097164-34,Premier Tech Eau et Environnement,PTWE,France,Companies & groups,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_2a6eaffa20636401,Restau du coeur,506539798886-17,FAMILLE AU GRAND COEUR,,France,Trade unions and professional associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_43bb377d76a73833,CNPMEM Fisheries,332672123484-48,Organisation de Producteurs Cooperative Maritime Etaploise Manche Mer du Nord,OP CME MMN,France,"Other organisations, public or mixed entities",Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_f46abe535c01fc13,Sportvisserij NL,776243122823-20,CropLife NL,CropLife NL,Netherlands,Trade and business associations,Promotes their own interests or the collective interests of their members,pending_ai,,pending
org_a566cbec38136e5a,European Diasbility Forum,049459192300-94,European Policy Forum,EPF,United Kingdom,Think tanks and research institutions,Promotes their own interests or the collective interests of their members,pending_ai,,pending
